,temp,relh,skph,day,month,year,time,minutes
109,7.0,100.0,9.26,3,1,2022,06:30:00,30
110,7.0,100.0,11.112,3,1,2022,07:00:00,0
111,7.0,100.0,20.372,3,1,2022,07:30:00,30
112,7.0,100.0,20.372,3,1,2022,08:00:00,0
113,7.0,100.0,16.668,3,1,2022,08:30:00,30
114,7.0,100.0,16.668,3,1,2022,09:00:00,0
115,7.0,100.0,14.816,3,1,2022,09:30:00,30
116,8.0,93.4,16.668,3,1,2022,10:00:00,0
117,8.0,93.4,16.668,3,1,2022,10:30:00,30
118,8.0,93.4,14.816,3,1,2022,11:00:00,0
119,8.0,93.4,14.816,3,1,2022,11:30:00,30
120,8.0,93.4,14.816,3,1,2022,12:00:00,0
121,8.0,93.4,16.668,3,1,2022,12:30:00,30
122,8.0,87.19,14.816,3,1,2022,13:00:00,0
123,8.0,87.19,12.964,3,1,2022,13:30:00,30
124,8.0,87.19,16.668,3,1,2022,14:00:00,0
125,8.0,93.4,7.408,3,1,2022,14:30:00,30
126,8.0,87.19,14.816,3,1,2022,15:00:00,0
127,7.0,93.35,7.408,3,1,2022,15:30:00,30
128,7.0,87.09,11.112,3,1,2022,16:00:00,0
129,7.0,87.09,9.26,3,1,2022,16:30:00,30
130,7.0,87.09,9.26,3,1,2022,17:00:00,0
131,7.0,87.09,11.112,3,1,2022,17:30:00,30
132,7.0,87.09,11.112,3,1,2022,18:00:00,0
133,7.0,87.09,12.964,3,1,2022,18:30:00,30
134,7.0,93.35,11.112,3,1,2022,19:00:00,0
135,7.0,87.09,27.78,3,1,2022,19:30:00,30
136,6.0,86.99,11.112,3,1,2022,20:00:00,0
137,6.0,93.3,11.112,3,1,2022,20:30:00,30
138,6.0,93.3,12.964,3,1,2022,21:00:00,0
139,6.0,93.3,11.112,3,1,2022,21:30:00,30
140,6.0,93.3,9.26,3,1,2022,22:00:00,0
141,6.0,93.3,9.26,3,1,2022,22:30:00,30
142,5.0,93.24,11.112,3,1,2022,23:00:00,0
143,6.0,93.3,12.964,3,1,2022,23:30:00,30
144,6.0,93.3,11.112,4,1,2022,00:00:00,0
145,6.0,93.3,9.26,4,1,2022,00:30:00,30
146,5.0,93.24,11.112,4,1,2022,01:00:00,0
147,6.0,93.3,12.964,4,1,2022,01:30:00,30
148,6.0,93.3,12.964,4,1,2022,02:00:00,0
149,6.0,86.99,14.816,4,1,2022,02:30:00,30
150,6.0,93.3,12.964,4,1,2022,03:00:00,0
151,6.0,86.99,12.964,4,1,2022,03:30:00,30
152,6.0,86.99,11.112,4,1,2022,04:00:00,0
153,6.0,93.3,11.112,4,1,2022,04:30:00,30
154,6.0,86.99,11.112,4,1,2022,05:00:00,0
155,5.0,100.0,11.112,4,1,2022,05:30:00,30
156,5.0,100.0,12.964,4,1,2022,06:00:00,0
157,5.0,100.0,9.26,4,1,2022,06:30:00,30
158,5.0,100.0,12.964,4,1,2022,07:00:00,0
159,5.0,100.0,11.112,4,1,2022,07:30:00,30
160,5.0,100.0,7.408,4,1,2022,08:00:00,0
161,5.0,100.0,7.408,4,1,2022,08:30:00,30
162,6.0,93.3,11.112,4,1,2022,09:00:00,0
163,6.0,93.3,11.112,4,1,2022,09:30:00,30
164,6.0,93.3,11.112,4,1,2022,10:00:00,0
165,6.0,93.3,12.964,4,1,2022,10:30:00,30
166,6.0,93.3,12.964,4,1,2022,11:00:00,0
167,6.0,93.3,11.112,4,1,2022,11:30:00,30
168,6.0,93.3,9.26,4,1,2022,12:00:00,0
169,6.0,100.0,9.26,4,1,2022,12:30:00,30
170,6.0,100.0,9.26,4,1,2022,13:00:00,0
171,6.0,93.3,9.26,4,1,2022,13:30:00,30
172,6.0,93.3,9.26,4,1,2022,14:00:00,0
173,6.0,93.3,9.26,4,1,2022,14:30:00,30
174,6.0,93.3,9.26,4,1,2022,15:00:00,0
175,6.0,93.3,9.26,4,1,2022,15:30:00,30
176,6.0,100.0,9.26,4,1,2022,16:00:00,0
177,6.0,93.3,11.112,4,1,2022,16:30:00,30
178,6.0,93.3,11.112,4,1,2022,17:00:00,0
179,6.0,93.3,11.112,4,1,2022,17:30:00,30
180,6.0,93.3,11.112,4,1,2022,18:00:00,0
181,6.0,93.3,12.964,4,1,2022,18:30:00,30
182,6.0,93.3,22.224,4,1,2022,19:00:00,0
183,5.0,93.24,25.928,4,1,2022,19:30:00,30
184,4.0,93.19,16.668,4,1,2022,20:00:00,0
185,4.0,86.79,12.964,4,1,2022,20:30:00,30
186,3.0,93.14,9.26,4,1,2022,21:00:00,0
187,3.0,93.14,7.408,4,1,2022,21:30:00,30
188,3.0,86.69,7.408,4,1,2022,22:00:00,0
189,3.0,93.14,7.408,4,1,2022,22:30:00,30
190,2.0,93.08,5.556,4,1,2022,23:00:00,0
191,2.0,93.08,7.408,4,1,2022,23:30:00,30
192,2.0,93.08,5.556,5,1,2022,00:00:00,0
193,1.0,93.03,7.408,5,1,2022,00:30:00,30
194,1.0,100.0,7.408,5,1,2022,01:00:00,0
195,1.0,100.0,9.26,5,1,2022,01:30:00,30
196,1.0,100.0,9.26,5,1,2022,02:00:00,0
197,1.0,100.0,7.408,5,1,2022,02:30:00,30
198,1.0,100.0,5.556,5,1,2022,03:00:00,0
199,1.0,100.0,7.408,5,1,2022,03:30:00,30
200,1.0,100.0,5.556,5,1,2022,04:00:00,0
201,1.0,100.0,7.408,5,1,2022,04:30:00,30
202,1.0,100.0,9.26,5,1,2022,05:00:00,0
203,1.0,100.0,11.112,5,1,2022,05:30:00,30
204,1.0,100.0,11.112,5,1,2022,06:00:00,0
205,1.0,100.0,7.408,5,1,2022,06:30:00,30
206,1.0,100.0,7.408,5,1,2022,07:00:00,0
207,1.0,100.0,9.26,5,1,2022,07:30:00,30
208,1.0,100.0,11.112,5,1,2022,08:00:00,0
209,2.0,93.08,12.964,5,1,2022,08:30:00,30
210,2.0,86.59,14.816,5,1,2022,09:00:00,0
211,2.0,86.59,18.52,5,1,2022,09:30:00,30
212,2.0,86.59,18.52,5,1,2022,10:00:00,0
213,3.0,80.65,16.668,5,1,2022,10:30:00,30
214,3.0,80.65,14.816,5,1,2022,11:00:00,0
215,3.0,80.65,16.668,5,1,2022,11:30:00,30
216,3.0,80.65,16.668,5,1,2022,12:00:00,0
217,3.0,80.65,18.52,5,1,2022,12:30:00,30
218,3.0,80.65,18.52,5,1,2022,13:00:00,0
219,3.0,80.65,16.668,5,1,2022,13:30:00,30
220,3.0,86.69,16.668,5,1,2022,14:00:00,0
221,3.0,86.69,14.816,5,1,2022,14:30:00,30
222,3.0,86.69,18.52,5,1,2022,15:00:00,0
223,3.0,86.69,14.816,5,1,2022,15:30:00,30
224,3.0,86.69,16.668,5,1,2022,16:00:00,0
225,3.0,86.69,18.52,5,1,2022,16:30:00,30
226,3.0,86.69,18.52,5,1,2022,17:00:00,0
227,3.0,86.69,14.816,5,1,2022,17:30:00,30
228,3.0,93.14,18.52,5,1,2022,18:00:00,0
229,2.0,100.0,14.816,5,1,2022,18:30:00,30
230,2.0,100.0,12.964,5,1,2022,19:00:00,0
231,2.0,100.0,12.964,5,1,2022,19:30:00,30
232,2.0,100.0,11.112,5,1,2022,20:00:00,0
233,3.0,93.14,20.372,5,1,2022,20:30:00,30
234,3.0,93.14,25.928,5,1,2022,21:00:00,0
235,3.0,93.14,27.78,5,1,2022,21:30:00,30
236,3.0,93.14,29.632,5,1,2022,22:00:00,0
237,3.0,93.14,29.632,5,1,2022,22:30:00,30
238,2.0,93.08,31.484,5,1,2022,23:00:00,0
239,2.0,86.59,27.78,5,1,2022,23:30:00,30
240,1.0,86.49,31.484,6,1,2022,00:00:00,0
