station,valid,tmpc,relh,sknt
EPWA,2022-01-01 00:00,10.00,100.00,13.00
EPWA,2022-01-01 00:30,10.00,100.00,10.00
EPWA,2022-01-01 01:00,10.00,100.00,10.00
EPWA,2022-01-01 01:30,10.00,100.00,12.00
EPWA,2022-01-01 02:00,10.00,100.00,7.00
EPWA,2022-01-01 02:30,10.00,100.00,9.00
EPWA,2022-01-01 03:00,9.00,100.00,9.00
EPWA,2022-01-01 03:30,9.00,100.00,9.00
EPWA,2022-01-01 04:00,9.00,100.00,10.00
EPWA,2022-01-01 04:30,9.00,93.45,8.00
EPWA,2022-01-01 05:00,9.00,93.45,8.00
EPWA,2022-01-01 05:30,9.00,87.28,9.00
EPWA,2022-01-01 06:00,9.00,87.28,12.00
EPWA,2022-01-01 06:30,8.00,93.40,11.00
EPWA,2022-01-01 07:00,8.00,93.40,9.00
EPWA,2022-01-01 07:30,8.00,93.40,12.00
EPWA,2022-01-01 08:00,8.00,93.40,10.00
EPWA,2022-01-01 08:30,8.00,93.40,8.00
EPWA,2022-01-01 09:00,8.00,93.40,11.00
EPWA,2022-01-01 09:30,9.00,93.45,12.00
EPWA,2022-01-01 10:00,9.00,93.45,11.00
EPWA,2022-01-01 10:30,9.00,93.45,11.00
EPWA,2022-01-01 11:00,10.00,87.37,13.00
EPWA,2022-01-01 11:30,10.00,87.37,14.00
EPWA,2022-01-01 12:00,10.00,81.61,15.00
EPWA,2022-01-01 12:30,9.00,87.28,16.00
EPWA,2022-01-01 13:00,9.00,81.47,14.00
EPWA,2022-01-01 13:30,9.00,76.01,15.00
EPWA,2022-01-01 14:00,8.00,75.84,14.00
EPWA,2022-01-01 14:30,8.00,75.84,12.00
EPWA,2022-01-01 15:00,8.00,75.84,12.00
EPWA,2022-01-01 15:30,8.00,81.34,11.00
EPWA,2022-01-01 16:00,7.00,81.20,10.00
EPWA,2022-01-01 16:30,7.00,81.20,10.00
EPWA,2022-01-01 17:00,7.00,81.20,8.00
EPWA,2022-01-01 17:30,6.00,81.07,10.00
EPWA,2022-01-01 18:00,6.00,81.07,11.00
EPWA,2022-01-01 18:30,6.00,75.50,9.00
EPWA,2022-01-01 19:00,6.00,75.50,7.00
EPWA,2022-01-01 19:30,5.00,80.93,6.00
EPWA,2022-01-01 20:00,5.00,80.93,7.00
EPWA,2022-01-01 20:30,5.00,80.93,6.00
EPWA,2022-01-01 21:00,5.00,80.93,6.00
EPWA,2022-01-01 21:30,5.00,75.33,4.00
EPWA,2022-01-01 22:00,5.00,75.33,4.00
EPWA,2022-01-01 22:30,5.00,75.33,3.00
EPWA,2022-01-01 23:00,4.00,80.79,3.00
EPWA,2022-01-01 23:30,4.00,80.79,4.00
EPWA,2022-01-02 00:00,4.00,80.79,4.00
EPWA,2022-01-02 00:30,4.00,80.79,4.00
EPWA,2022-01-02 01:00,4.00,80.79,4.00
EPWA,2022-01-02 01:30,4.00,86.79,3.00
EPWA,2022-01-02 02:00,4.00,86.79,6.00
EPWA,2022-01-02 02:30,4.00,93.19,5.00
EPWA,2022-01-02 03:00,4.00,86.79,6.00
EPWA,2022-01-02 03:30,4.00,93.19,5.00
EPWA,2022-01-02 04:00,4.00,93.19,7.00
EPWA,2022-01-02 04:30,4.00,93.19,8.00
EPWA,2022-01-02 05:00,4.00,93.19,9.00
EPWA,2022-01-02 05:30,4.00,93.19,9.00
EPWA,2022-01-02 06:00,4.00,93.19,7.00
EPWA,2022-01-02 06:30,4.00,100.00,8.00
EPWA,2022-01-02 07:00,4.00,100.00,7.00
EPWA,2022-01-02 07:30,4.00,100.00,7.00
EPWA,2022-01-02 08:00,5.00,100.00,7.00
EPWA,2022-01-02 08:30,5.00,100.00,6.00
EPWA,2022-01-02 09:00,6.00,100.00,4.00
EPWA,2022-01-02 09:30,6.00,100.00,6.00
EPWA,2022-01-02 10:00,7.00,100.00,7.00
EPWA,2022-01-02 10:30,7.00,100.00,7.00
EPWA,2022-01-02 11:00,8.00,93.40,8.00
EPWA,2022-01-02 11:30,8.00,93.40,7.00
EPWA,2022-01-02 12:00,9.00,93.45,7.00
EPWA,2022-01-02 12:30,9.00,87.28,6.00
EPWA,2022-01-02 13:00,10.00,81.61,7.00
EPWA,2022-01-02 13:30,10.00,81.61,7.00
EPWA,2022-01-02 14:00,10.00,81.61,8.00
EPWA,2022-01-02 14:30,10.00,81.61,9.00
EPWA,2022-01-02 15:00,10.00,81.61,8.00
EPWA,2022-01-02 15:30,10.00,81.61,8.00
EPWA,2022-01-02 16:00,9.00,87.28,7.00
EPWA,2022-01-02 16:30,9.00,87.28,8.00
EPWA,2022-01-02 17:00,9.00,93.45,9.00
EPWA,2022-01-02 17:30,9.00,93.45,8.00
EPWA,2022-01-02 18:00,9.00,93.45,7.00
EPWA,2022-01-02 18:30,9.00,100.00,7.00
EPWA,2022-01-02 19:00,9.00,100.00,7.00
EPWA,2022-01-02 19:30,9.00,93.45,7.00
EPWA,2022-01-02 20:00,9.00,93.45,7.00
EPWA,2022-01-02 20:30,9.00,93.45,6.00
EPWA,2022-01-02 21:00,9.00,93.45,10.00
EPWA,2022-01-02 21:30,10.00,81.61,12.00
EPWA,2022-01-02 22:00,9.00,87.28,11.00
EPWA,2022-01-02 22:30,10.00,81.61,14.00
EPWA,2022-01-02 23:00,10.00,81.61,17.00
EPWA,2022-01-02 23:30,10.00,81.61,20.00
EPWA,2022-01-03 00:00,11.00,76.34,22.00
EPWA,2022-01-03 00:30,10.00,76.18,20.00
EPWA,2022-01-03 01:00,10.00,76.18,22.00
EPWA,2022-01-03 01:30,10.00,76.18,20.00
EPWA,2022-01-03 02:00,10.00,76.18,21.00
EPWA,2022-01-03 02:30,10.00,76.18,20.00
EPWA,2022-01-03 03:00,9.00,81.47,22.00
EPWA,2022-01-03 03:30,9.00,81.47,20.00
EPWA,2022-01-03 04:00,9.00,76.01,19.00
EPWA,2022-01-03 04:30,8.00,81.34,18.00
EPWA,2022-01-03 05:00,8.00,87.19,18.00
EPWA,2022-01-03 05:30,8.00,87.19,16.00
EPWA,2022-01-03 06:00,8.00,81.34,16.00
EPWA,2022-01-03 06:30,8.00,81.34,13.00
EPWA,2022-01-03 07:00,8.00,81.34,11.00
EPWA,2022-01-03 07:30,8.00,87.19,9.00
EPWA,2022-01-03 08:00,8.00,87.19,11.00
EPWA,2022-01-03 08:30,8.00,87.19,12.00
EPWA,2022-01-03 09:00,8.00,87.19,11.00
EPWA,2022-01-03 09:30,8.00,93.40,11.00
EPWA,2022-01-03 10:00,7.00,100.00,12.00
EPWA,2022-01-03 10:30,7.00,93.35,11.00
EPWA,2022-01-03 11:00,7.00,93.35,11.00
EPWA,2022-01-03 11:30,7.00,93.35,7.00
EPWA,2022-01-03 12:00,7.00,100.00,7.00
EPWA,2022-01-03 12:30,7.00,100.00,6.00
EPWA,2022-01-03 13:00,7.00,100.00,9.00
EPWA,2022-01-03 13:30,7.00,100.00,9.00
EPWA,2022-01-03 14:00,7.00,100.00,10.00
EPWA,2022-01-03 14:30,7.00,100.00,11.00
EPWA,2022-01-03 15:00,7.00,93.35,11.00
EPWA,2022-01-03 15:30,7.00,93.35,12.00
EPWA,2022-01-03 16:00,7.00,93.35,14.00
EPWA,2022-01-03 16:30,7.00,93.35,12.00
EPWA,2022-01-03 17:00,7.00,93.35,10.00
EPWA,2022-01-03 17:30,6.00,100.00,11.00
EPWA,2022-01-03 18:00,7.00,93.35,11.00
EPWA,2022-01-03 18:30,7.00,93.35,11.00
EPWA,2022-01-03 19:00,7.00,87.09,14.00
EPWA,2022-01-03 19:30,7.00,93.35,11.00
EPWA,2022-01-03 20:00,7.00,93.35,11.00
EPWA,2022-01-03 20:30,7.00,87.09,10.00
EPWA,2022-01-03 21:00,7.00,87.09,7.00
EPWA,2022-01-03 21:30,7.00,87.09,14.00
EPWA,2022-01-03 22:00,6.00,93.30,7.00
EPWA,2022-01-03 22:30,6.00,93.30,7.00
EPWA,2022-01-03 23:00,6.00,93.30,6.00
EPWA,2022-01-03 23:30,7.00,87.09,8.00
EPWA,2022-01-04 00:00,7.00,87.09,9.00
EPWA,2022-01-04 00:30,6.00,93.30,7.00
EPWA,2022-01-04 01:00,6.00,86.99,7.00
EPWA,2022-01-04 01:30,6.00,86.99,6.00
EPWA,2022-01-04 02:00,6.00,86.99,6.00
EPWA,2022-01-04 02:30,6.00,86.99,6.00
EPWA,2022-01-04 03:00,6.00,86.99,7.00
EPWA,2022-01-04 03:30,5.00,93.24,7.00
EPWA,2022-01-04 04:00,6.00,86.99,7.00
EPWA,2022-01-04 04:30,5.00,93.24,6.00
EPWA,2022-01-04 05:00,5.00,93.24,4.00
EPWA,2022-01-04 05:30,5.00,93.24,5.00
EPWA,2022-01-04 06:00,5.00,93.24,6.00
EPWA,2022-01-04 06:30,5.00,93.24,3.00
EPWA,2022-01-04 07:00,4.00,100.00,4.00
EPWA,2022-01-04 07:30,4.00,100.00,4.00
EPWA,2022-01-04 08:00,5.00,93.24,4.00
EPWA,2022-01-04 08:30,5.00,100.00,6.00
EPWA,2022-01-04 09:00,5.00,100.00,5.00
EPWA,2022-01-04 09:30,6.00,93.30,5.00
EPWA,2022-01-04 10:00,6.00,93.30,3.00
EPWA,2022-01-04 10:30,6.00,93.30,4.00
EPWA,2022-01-04 11:00,6.00,100.00,5.00
EPWA,2022-01-04 11:30,7.00,93.35,7.00
EPWA,2022-01-04 12:00,6.00,100.00,5.00
EPWA,2022-01-04 12:30,6.00,100.00,6.00
EPWA,2022-01-04 13:00,6.00,100.00,5.00
EPWA,2022-01-04 13:30,6.00,100.00,5.00
EPWA,2022-01-04 14:00,6.00,100.00,6.00
EPWA,2022-01-04 14:30,6.00,100.00,6.00
EPWA,2022-01-04 15:00,6.00,100.00,5.00
EPWA,2022-01-04 15:30,7.00,100.00,8.00
EPWA,2022-01-04 16:00,7.00,100.00,8.00
EPWA,2022-01-04 16:30,7.00,93.35,6.00
EPWA,2022-01-04 17:00,7.00,93.35,4.00
EPWA,2022-01-04 17:30,7.00,100.00,4.00
EPWA,2022-01-04 18:00,7.00,100.00,5.00
EPWA,2022-01-04 18:30,7.00,100.00,3.00
EPWA,2022-01-04 19:00,7.00,100.00,1.00
EPWA,2022-01-04 19:30,7.00,100.00,2.00
EPWA,2022-01-04 20:00,7.00,100.00,3.00
EPWA,2022-01-04 20:30,8.00,100.00,7.00
EPWA,2022-01-04 21:00,7.00,100.00,11.00
EPWA,2022-01-04 21:30,7.00,93.35,14.00
EPWA,2022-01-04 22:00,6.00,93.30,11.00
EPWA,2022-01-04 22:30,5.00,93.24,10.00
EPWA,2022-01-04 23:00,5.00,93.24,10.00
EPWA,2022-01-04 23:30,4.00,100.00,10.00
EPWA,2022-01-05 00:00,4.00,100.00,9.00
EPWA,2022-01-05 00:30,4.00,93.19,7.00
EPWA,2022-01-05 01:00,4.00,100.00,7.00
EPWA,2022-01-05 01:30,4.00,100.00,8.00
EPWA,2022-01-05 02:00,5.00,93.24,7.00
EPWA,2022-01-05 02:30,5.00,93.24,7.00
EPWA,2022-01-05 03:00,5.00,100.00,7.00
EPWA,2022-01-05 03:30,5.00,100.00,9.00
EPWA,2022-01-05 04:00,6.00,93.30,9.00
EPWA,2022-01-05 04:30,5.00,100.00,10.00
EPWA,2022-01-05 05:00,5.00,100.00,6.00
EPWA,2022-01-05 05:30,5.00,100.00,6.00
EPWA,2022-01-05 06:00,5.00,93.24,7.00
EPWA,2022-01-05 06:30,5.00,93.24,8.00
EPWA,2022-01-05 07:00,5.00,93.24,7.00
EPWA,2022-01-05 07:30,5.00,93.24,6.00
EPWA,2022-01-05 08:00,5.00,93.24,4.00
EPWA,2022-01-05 08:30,5.00,93.24,4.00
EPWA,2022-01-05 09:00,5.00,100.00,5.00
EPWA,2022-01-05 09:30,6.00,93.30,5.00
EPWA,2022-01-05 10:00,6.00,86.99,6.00
EPWA,2022-01-05 10:30,6.00,86.99,6.00
EPWA,2022-01-05 11:00,6.00,93.30,5.00
EPWA,2022-01-05 11:30,6.00,93.30,5.00
EPWA,2022-01-05 12:00,5.00,100.00,5.00
EPWA,2022-01-05 12:30,5.00,100.00,6.00
EPWA,2022-01-05 13:00,5.00,100.00,6.00
EPWA,2022-01-05 13:30,5.00,100.00,7.00
EPWA,2022-01-05 14:00,5.00,93.24,9.00
EPWA,2022-01-05 14:30,4.00,93.19,12.00
EPWA,2022-01-05 15:00,3.00,93.14,13.00
EPWA,2022-01-05 15:30,3.00,93.14,12.00
EPWA,2022-01-05 16:00,3.00,93.14,7.00
EPWA,2022-01-05 16:30,3.00,93.14,8.00
EPWA,2022-01-05 17:00,3.00,93.14,9.00
EPWA,2022-01-05 17:30,3.00,86.69,13.00
EPWA,2022-01-05 18:00,3.00,86.69,12.00
EPWA,2022-01-05 18:30,3.00,86.69,11.00
EPWA,2022-01-05 19:00,3.00,80.65,12.00
EPWA,2022-01-05 19:30,3.00,80.65,12.00
EPWA,2022-01-05 20:00,2.00,86.59,8.00
EPWA,2022-01-05 20:30,2.00,86.59,8.00
EPWA,2022-01-05 21:00,2.00,86.59,9.00
EPWA,2022-01-05 21:30,2.00,86.59,9.00
EPWA,2022-01-05 22:00,2.00,80.51,9.00
EPWA,2022-01-05 22:30,2.00,80.51,8.00
EPWA,2022-01-05 23:00,2.00,80.51,7.00
EPWA,2022-01-05 23:30,2.00,80.51,8.00
EPWA,2022-01-06 00:00,2.00,86.59,8.00
EPWA,2022-01-06 00:30,1.00,93.03,6.00
EPWA,2022-01-06 01:00,2.00,86.59,8.00
EPWA,2022-01-06 01:30,2.00,86.59,7.00
EPWA,2022-01-06 02:00,2.00,86.59,7.00
EPWA,2022-01-06 02:30,3.00,86.69,8.00
EPWA,2022-01-06 03:00,3.00,86.69,11.00
EPWA,2022-01-06 03:30,3.00,86.69,11.00
EPWA,2022-01-06 04:00,3.00,86.69,12.00
EPWA,2022-01-06 04:30,3.00,86.69,15.00
EPWA,2022-01-06 05:00,3.00,86.69,14.00
EPWA,2022-01-06 05:30,3.00,86.69,13.00
EPWA,2022-01-06 06:00,3.00,86.69,15.00
EPWA,2022-01-06 06:30,3.00,86.69,13.00
EPWA,2022-01-06 07:00,3.00,86.69,11.00
EPWA,2022-01-06 07:30,2.00,86.59,12.00
EPWA,2022-01-06 08:00,2.00,86.59,12.00
EPWA,2022-01-06 08:30,2.00,86.59,15.00
EPWA,2022-01-06 09:00,2.00,86.59,13.00
EPWA,2022-01-06 09:30,2.00,80.51,11.00
EPWA,2022-01-06 10:00,1.00,93.03,11.00
EPWA,2022-01-06 10:30,1.00,93.03,11.00
EPWA,2022-01-06 11:00,1.00,86.49,13.00
EPWA,2022-01-06 11:30,1.00,93.03,12.00
EPWA,2022-01-06 12:00,1.00,100.00,12.00
EPWA,2022-01-06 12:30,0.00,100.00,16.00
EPWA,2022-01-06 13:00,-1.00,100.00,16.00
EPWA,2022-01-06 13:30,-1.00,92.92,14.00
EPWA,2022-01-06 14:00,0.00,80.22,15.00
EPWA,2022-01-06 14:30,0.00,80.22,14.00
EPWA,2022-01-06 15:00,0.00,74.44,13.00
EPWA,2022-01-06 15:30,-2.00,100.00,13.00
EPWA,2022-01-06 16:00,-1.00,86.28,12.00
EPWA,2022-01-06 16:30,-1.00,86.28,13.00
EPWA,2022-01-06 17:00,-1.00,92.92,16.00
EPWA,2022-01-06 17:30,-1.00,92.92,15.00
EPWA,2022-01-06 18:00,-1.00,86.28,15.00
EPWA,2022-01-06 18:30,-1.00,86.28,16.00
EPWA,2022-01-06 19:00,-1.00,86.28,13.00
EPWA,2022-01-06 19:30,-1.00,86.28,13.00
EPWA,2022-01-06 20:00,-1.00,80.07,16.00
EPWA,2022-01-06 20:30,-1.00,74.26,14.00
EPWA,2022-01-06 21:00,-2.00,74.08,14.00
EPWA,2022-01-06 21:30,-2.00,74.08,13.00
EPWA,2022-01-06 22:00,-3.00,73.89,10.00
EPWA,2022-01-06 22:30,-3.00,79.77,9.00
EPWA,2022-01-06 23:00,-3.00,79.77,10.00
EPWA,2022-01-06 23:30,-3.00,79.77,8.00
EPWA,2022-01-07 00:00,-3.00,86.07,7.00
EPWA,2022-01-07 00:30,-3.00,86.07,7.00
EPWA,2022-01-07 01:00,-4.00,92.74,7.00
EPWA,2022-01-07 01:30,-4.00,92.74,9.00
EPWA,2022-01-07 02:00,-4.00,92.74,8.00
EPWA,2022-01-07 02:30,-4.00,85.96,8.00
EPWA,2022-01-07 03:00,-4.00,85.96,9.00
EPWA,2022-01-07 03:30,-4.00,85.96,7.00
EPWA,2022-01-07 04:00,-4.00,85.96,7.00
EPWA,2022-01-07 04:30,-4.00,85.96,6.00
EPWA,2022-01-07 05:00,-4.00,85.96,5.00
EPWA,2022-01-07 05:30,-5.00,85.85,4.00
EPWA,2022-01-07 06:00,-5.00,85.85,4.00
EPWA,2022-01-07 06:30,-5.00,85.85,4.00
EPWA,2022-01-07 07:00,-4.00,79.62,5.00
EPWA,2022-01-07 07:30,-4.00,85.96,4.00
EPWA,2022-01-07 08:00,-3.00,86.07,5.00
EPWA,2022-01-07 08:30,-2.00,79.92,8.00
EPWA,2022-01-07 09:00,-2.00,79.92,6.00
EPWA,2022-01-07 09:30,-1.00,74.26,8.00
EPWA,2022-01-07 10:00,-1.00,74.26,8.00
EPWA,2022-01-07 10:30,0.00,69.04,9.00
EPWA,2022-01-07 11:00,0.00,69.04,9.00
EPWA,2022-01-07 11:30,1.00,64.23,8.00
EPWA,2022-01-07 12:00,1.00,64.23,7.00
EPWA,2022-01-07 12:30,1.00,59.53,6.00
EPWA,2022-01-07 13:00,1.00,59.53,6.00
EPWA,2022-01-07 13:30,1.00,59.53,4.00
EPWA,2022-01-07 14:00,1.00,59.53,6.00
EPWA,2022-01-07 14:30,0.00,59.27,5.00
EPWA,2022-01-07 15:00,-1.00,68.83,5.00
EPWA,2022-01-07 15:30,-1.00,68.83,6.00
EPWA,2022-01-07 16:00,-2.00,74.08,6.00
EPWA,2022-01-07 16:30,-2.00,74.08,5.00
EPWA,2022-01-07 17:00,-2.00,74.08,5.00
EPWA,2022-01-07 17:30,-2.00,74.08,5.00
EPWA,2022-01-07 18:00,-2.00,74.08,6.00
EPWA,2022-01-07 18:30,-2.00,74.08,6.00
EPWA,2022-01-07 19:00,-1.00,68.83,7.00
EPWA,2022-01-07 19:30,-2.00,74.08,6.00
EPWA,2022-01-07 20:00,-2.00,68.61,7.00
EPWA,2022-01-07 20:30,-2.00,68.61,6.00
EPWA,2022-01-07 21:00,-2.00,68.61,6.00
EPWA,2022-01-07 21:30,-2.00,68.61,7.00
EPWA,2022-01-07 22:00,-2.00,68.61,7.00
EPWA,2022-01-07 22:30,-2.00,68.61,7.00
EPWA,2022-01-07 23:00,-2.00,68.61,7.00
EPWA,2022-01-07 23:30,-2.00,68.61,8.00
EPWA,2022-01-08 00:00,-2.00,63.51,7.00
EPWA,2022-01-08 00:30,-3.00,68.40,6.00
EPWA,2022-01-08 01:00,-3.00,68.40,6.00
EPWA,2022-01-08 01:30,-3.00,68.40,8.00
EPWA,2022-01-08 02:00,-3.00,63.27,8.00
EPWA,2022-01-08 02:30,-5.00,73.51,7.00
EPWA,2022-01-08 03:00,-6.00,73.32,7.00
EPWA,2022-01-08 03:30,-5.00,73.51,6.00
EPWA,2022-01-08 04:00,-5.00,73.51,6.00
EPWA,2022-01-08 04:30,-7.00,79.16,7.00
EPWA,2022-01-08 05:00,-6.00,79.31,8.00
EPWA,2022-01-08 05:30,-6.00,73.32,6.00
EPWA,2022-01-08 06:00,-6.00,79.31,5.00
EPWA,2022-01-08 06:30,-7.00,79.16,6.00
EPWA,2022-01-08 07:00,-6.00,79.31,5.00
EPWA,2022-01-08 07:30,-5.00,73.51,6.00
EPWA,2022-01-08 08:00,-4.00,73.70,6.00
EPWA,2022-01-08 08:30,-3.00,68.40,6.00
EPWA,2022-01-08 09:00,-3.00,68.40,6.00
EPWA,2022-01-08 09:30,-3.00,68.40,6.00
EPWA,2022-01-08 10:00,-3.00,68.40,5.00
EPWA,2022-01-08 10:30,-2.00,68.61,5.00
EPWA,2022-01-08 11:00,-2.00,68.61,5.00
EPWA,2022-01-08 11:30,-2.00,74.08,6.00
EPWA,2022-01-08 12:00,-1.00,68.83,5.00
EPWA,2022-01-08 12:30,-1.00,68.83,6.00
EPWA,2022-01-08 13:00,-1.00,68.83,5.00
EPWA,2022-01-08 13:30,-1.00,74.26,4.00
EPWA,2022-01-08 14:00,-1.00,74.26,5.00
EPWA,2022-01-08 14:30,-1.00,74.26,5.00
EPWA,2022-01-08 15:00,-1.00,74.26,5.00
EPWA,2022-01-08 15:30,-1.00,80.07,5.00
EPWA,2022-01-08 16:00,-1.00,80.07,4.00
EPWA,2022-01-08 16:30,-1.00,80.07,4.00
EPWA,2022-01-08 17:00,-1.00,80.07,4.00
EPWA,2022-01-08 17:30,-1.00,80.07,4.00
EPWA,2022-01-08 18:00,-1.00,80.07,5.00
EPWA,2022-01-08 18:30,-1.00,80.07,4.00
EPWA,2022-01-08 19:00,-1.00,80.07,4.00
EPWA,2022-01-08 19:30,-1.00,80.07,3.00
EPWA,2022-01-08 20:00,-1.00,80.07,4.00
EPWA,2022-01-08 20:30,-1.00,80.07,4.00
EPWA,2022-01-08 21:00,-1.00,80.07,3.00
EPWA,2022-01-08 21:30,-1.00,86.28,5.00
EPWA,2022-01-08 22:00,-1.00,86.28,4.00
EPWA,2022-01-08 22:30,-1.00,86.28,3.00
EPWA,2022-01-08 23:00,-1.00,86.28,5.00
EPWA,2022-01-08 23:30,-1.00,86.28,5.00
EPWA,2022-01-09 00:00,-1.00,86.28,4.00
EPWA,2022-01-09 00:30,-1.00,86.28,5.00
EPWA,2022-01-09 01:00,-1.00,80.07,4.00
EPWA,2022-01-09 01:30,-1.00,86.28,5.00
EPWA,2022-01-09 02:00,-1.00,86.28,6.00
EPWA,2022-01-09 02:30,-1.00,80.07,5.00
EPWA,2022-01-09 03:00,-1.00,80.07,5.00
EPWA,2022-01-09 03:30,-1.00,80.07,3.00
EPWA,2022-01-09 04:00,-2.00,86.18,4.00
EPWA,2022-01-09 04:30,-2.00,86.18,4.00
EPWA,2022-01-09 05:00,-3.00,86.07,5.00
EPWA,2022-01-09 05:30,-3.00,86.07,6.00
EPWA,2022-01-09 06:00,-4.00,85.96,6.00
EPWA,2022-01-09 06:30,-3.00,86.07,7.00
EPWA,2022-01-09 07:00,-2.00,79.92,7.00
EPWA,2022-01-09 07:30,-3.00,86.07,7.00
EPWA,2022-01-09 08:00,-3.00,86.07,5.00
EPWA,2022-01-09 08:30,-2.00,79.92,6.00
EPWA,2022-01-09 09:00,-1.00,80.07,7.00
EPWA,2022-01-09 09:30,-1.00,86.28,7.00
EPWA,2022-01-09 10:00,0.00,80.22,7.00
EPWA,2022-01-09 10:30,0.00,80.22,6.00
EPWA,2022-01-09 11:00,1.00,74.63,6.00
EPWA,2022-01-09 11:30,1.00,69.25,7.00
EPWA,2022-01-09 12:00,1.00,74.63,7.00
EPWA,2022-01-09 12:30,1.00,74.63,7.00
EPWA,2022-01-09 13:00,1.00,74.63,7.00
EPWA,2022-01-09 13:30,1.00,69.25,7.00
EPWA,2022-01-09 14:00,1.00,69.25,6.00
EPWA,2022-01-09 14:30,0.00,74.44,6.00
EPWA,2022-01-09 15:00,0.00,74.44,7.00
EPWA,2022-01-09 15:30,-1.00,80.07,7.00
EPWA,2022-01-09 16:00,-1.00,80.07,7.00
EPWA,2022-01-09 16:30,-1.00,80.07,6.00
EPWA,2022-01-09 17:00,-1.00,80.07,8.00
EPWA,2022-01-09 17:30,-1.00,80.07,7.00
EPWA,2022-01-09 18:00,-2.00,86.18,8.00
EPWA,2022-01-09 18:30,-2.00,86.18,7.00
EPWA,2022-01-09 19:00,-2.00,86.18,8.00
EPWA,2022-01-09 19:30,-2.00,86.18,8.00
EPWA,2022-01-09 20:00,-3.00,86.07,6.00
EPWA,2022-01-09 20:30,-3.00,86.07,5.00
EPWA,2022-01-09 21:00,-4.00,100.00,4.00
EPWA,2022-01-09 21:30,-4.00,92.74,6.00
EPWA,2022-01-09 22:00,-4.00,92.74,5.00
EPWA,2022-01-09 22:30,-3.00,92.80,5.00
EPWA,2022-01-09 23:00,-3.00,92.80,6.00
EPWA,2022-01-09 23:30,-4.00,92.74,4.00
EPWA,2022-01-10 00:00,-4.00,92.74,7.00
EPWA,2022-01-10 00:30,-5.00,100.00,6.00
EPWA,2022-01-10 01:00,-5.00,100.00,7.00
EPWA,2022-01-10 01:30,-4.00,100.00,5.00
EPWA,2022-01-10 02:00,-4.00,100.00,7.00
EPWA,2022-01-10 02:30,-4.00,100.00,7.00
EPWA,2022-01-10 03:00,-3.00,92.80,6.00
EPWA,2022-01-10 03:30,-3.00,100.00,5.00
EPWA,2022-01-10 04:00,-3.00,100.00,5.00
EPWA,2022-01-10 04:30,-3.00,100.00,7.00
EPWA,2022-01-10 05:00,-3.00,100.00,8.00
EPWA,2022-01-10 05:30,-3.00,100.00,5.00
EPWA,2022-01-10 06:00,-3.00,100.00,5.00
EPWA,2022-01-10 06:30,-2.00,92.86,5.00
EPWA,2022-01-10 07:00,-2.00,92.86,7.00
EPWA,2022-01-10 07:30,-2.00,92.86,6.00
EPWA,2022-01-10 08:00,-2.00,92.86,5.00
EPWA,2022-01-10 08:30,-2.00,92.86,7.00
EPWA,2022-01-10 09:00,-2.00,92.86,7.00
EPWA,2022-01-10 09:30,-2.00,92.86,6.00
EPWA,2022-01-10 10:00,-1.00,86.28,6.00
EPWA,2022-01-10 10:30,-1.00,80.07,9.00
EPWA,2022-01-10 11:00,-1.00,80.07,8.00
EPWA,2022-01-10 11:30,-1.00,74.26,9.00
EPWA,2022-01-10 12:00,0.00,69.04,6.00
EPWA,2022-01-10 12:30,0.00,69.04,7.00
EPWA,2022-01-10 13:00,0.00,63.99,7.00
EPWA,2022-01-10 13:30,0.00,63.99,8.00
EPWA,2022-01-10 14:00,0.00,63.99,6.00
EPWA,2022-01-10 14:30,0.00,69.04,7.00
EPWA,2022-01-10 15:00,0.00,69.04,7.00
EPWA,2022-01-10 15:30,-1.00,74.26,7.00
EPWA,2022-01-10 16:00,-1.00,74.26,6.00
EPWA,2022-01-10 16:30,-1.00,68.83,5.00
EPWA,2022-01-10 17:00,-1.00,68.83,6.00
EPWA,2022-01-10 17:30,-2.00,79.92,7.00
EPWA,2022-01-10 18:00,-2.00,79.92,8.00
EPWA,2022-01-10 18:30,-2.00,79.92,8.00
EPWA,2022-01-10 19:00,-2.00,79.92,9.00
EPWA,2022-01-10 19:30,-2.00,79.92,8.00
EPWA,2022-01-10 20:00,-2.00,79.92,8.00
EPWA,2022-01-10 20:30,-2.00,79.92,7.00
EPWA,2022-01-10 21:00,-2.00,74.08,6.00
EPWA,2022-01-10 21:30,-2.00,79.92,7.00
EPWA,2022-01-10 22:00,-3.00,86.07,7.00
EPWA,2022-01-10 22:30,-3.00,86.07,5.00
EPWA,2022-01-10 23:00,-5.00,85.85,3.00
EPWA,2022-01-10 23:30,-5.00,92.69,3.00
EPWA,2022-01-11 00:00,-5.00,92.69,2.00
EPWA,2022-01-11 00:30,-5.00,92.69,5.00
EPWA,2022-01-11 01:00,-5.00,92.69,4.00
EPWA,2022-01-11 01:30,-4.00,85.96,3.00
EPWA,2022-01-11 02:00,-4.00,92.74,4.00
EPWA,2022-01-11 02:30,-6.00,100.00,0.00
EPWA,2022-01-11 03:00,-6.00,100.00,1.00
EPWA,2022-01-11 03:30,-8.00,92.50,4.00
EPWA,2022-01-11 04:00,-6.00,92.63,4.00
EPWA,2022-01-11 04:30,-6.00,92.63,3.00
EPWA,2022-01-11 05:00,-6.00,92.63,2.00
EPWA,2022-01-11 05:30,-6.00,92.63,1.00
