,relh,sknt,temp,day,month,year,time
0,92.97,10.0,0.0,1,1,2015,01:00:00
2,100.0,7.0,0.0,1,1,2015,02:00:00
4,100.0,7.0,0.0,1,1,2015,03:00:00
6,93.03,6.0,0.9999999999999984,1,1,2015,04:00:00
8,100.0,7.0,0.9999999999999984,1,1,2015,05:00:00
10,100.0,8.0,0.9999999999999984,1,1,2015,06:00:00
12,100.0,8.0,0.9999999999999984,1,1,2015,07:00:00
14,93.08,7.0,2.000000000000001,1,1,2015,08:00:00
16,100.0,10.0,2.000000000000001,1,1,2015,09:00:00
18,100.0,8.0,2.000000000000001,1,1,2015,10:00:00
20,100.0,9.0,2.000000000000001,1,1,2015,11:00:00
22,100.0,8.0,2.000000000000001,1,1,2015,12:00:00
24,100.0,10.0,2.000000000000001,1,1,2015,13:00:00
26,93.08,10.0,2.000000000000001,1,1,2015,14:00:00
28,86.59,7.0,2.000000000000001,1,1,2015,15:00:00
30,80.51,8.0,2.000000000000001,1,1,2015,16:00:00
32,86.49,8.0,0.9999999999999984,1,1,2015,17:00:00
34,86.49,11.0,0.9999999999999984,1,1,2015,18:00:00
36,92.97,8.0,0.0,1,1,2015,19:00:00
38,92.97,6.0,0.0,1,1,2015,20:00:00
40,92.97,7.0,0.0,1,1,2015,21:00:00
42,92.97,9.0,0.0,1,1,2015,22:00:00
44,92.97,6.0,0.0,1,1,2015,23:00:00
46,92.97,6.0,0.0,2,1,2015,00:00:00
48,92.97,9.0,0.0,2,1,2015,01:00:00
50,92.97,8.0,0.0,2,1,2015,02:00:00
52,86.49,8.0,0.9999999999999984,2,1,2015,03:00:00
54,86.49,9.0,0.9999999999999984,2,1,2015,04:00:00
56,93.03,9.0,0.9999999999999984,2,1,2015,05:00:00
58,93.03,9.0,0.9999999999999984,2,1,2015,06:00:00
60,86.59,10.0,2.000000000000001,2,1,2015,07:00:00
62,86.59,12.0,2.000000000000001,2,1,2015,08:00:00
64,80.65,12.0,2.9999999999999996,2,1,2015,09:00:00
66,75.16,15.0,4.000000000000002,2,1,2015,10:00:00
68,80.79,16.0,4.000000000000002,2,1,2015,11:00:00
70,86.79,16.0,4.000000000000002,2,1,2015,12:00:00
72,93.19,15.0,4.000000000000002,2,1,2015,13:00:00
74,93.19,15.0,4.000000000000002,2,1,2015,14:00:00
76,93.24,18.0,5.0,2,1,2015,15:00:00
78,86.89,17.0,5.0,2,1,2015,16:00:00
80,86.89,17.0,5.0,2,1,2015,17:00:00
82,80.93,18.0,5.0,2,1,2015,18:00:00
84,80.93,15.0,5.0,2,1,2015,19:00:00
86,80.79,14.0,4.000000000000002,2,1,2015,20:00:00
88,80.79,14.0,4.000000000000002,2,1,2015,21:00:00
90,80.79,17.0,4.000000000000002,2,1,2015,22:00:00
92,75.16,16.0,4.000000000000002,2,1,2015,23:00:00
94,69.88,18.0,4.000000000000002,3,1,2015,00:00:00
96,69.88,18.0,4.000000000000002,3,1,2015,01:00:00
98,69.88,19.0,4.000000000000002,3,1,2015,02:00:00
100,69.88,17.0,4.000000000000002,3,1,2015,03:00:00
102,74.98,16.0,2.9999999999999996,3,1,2015,04:00:00
104,74.98,19.0,2.9999999999999996,3,1,2015,05:00:00
106,74.98,20.0,2.9999999999999996,3,1,2015,06:00:00
108,74.98,14.0,2.9999999999999996,3,1,2015,07:00:00
110,74.98,17.0,2.9999999999999996,3,1,2015,08:00:00
113,69.88,23.0,4.000000000000002,3,1,2015,10:00:00
115,69.88,22.0,4.000000000000002,3,1,2015,11:00:00
117,64.93,21.0,4.000000000000002,3,1,2015,12:00:00
119,60.29,19.0,4.000000000000002,3,1,2015,13:00:00
121,55.95,19.0,4.000000000000002,3,1,2015,14:00:00
123,60.04,17.0,2.9999999999999996,3,1,2015,15:00:00
125,60.04,16.0,2.9999999999999996,3,1,2015,16:00:00
127,69.46,14.0,2.000000000000001,3,1,2015,17:00:00
129,64.7,14.0,2.9999999999999996,3,1,2015,18:00:00
131,86.49,14.0,0.9999999999999984,3,1,2015,19:00:00
133,100.0,11.0,0.0,3,1,2015,20:00:00
135,100.0,14.0,0.0,3,1,2015,21:00:00
137,100.0,14.0,0.0,3,1,2015,22:00:00
139,93.03,14.0,0.9999999999999984,3,1,2015,23:00:00
141,93.03,13.0,0.9999999999999984,4,1,2015,00:00:00
143,93.03,11.0,0.9999999999999984,4,1,2015,01:00:00
145,93.03,11.0,0.9999999999999984,4,1,2015,02:00:00
147,93.03,11.0,0.9999999999999984,4,1,2015,03:00:00
149,93.03,9.0,0.9999999999999984,4,1,2015,04:00:00
151,93.03,9.0,0.9999999999999984,4,1,2015,05:00:00
153,80.51,11.0,2.000000000000001,4,1,2015,06:00:00
155,80.51,11.0,2.000000000000001,4,1,2015,07:00:00
157,80.51,11.0,2.000000000000001,4,1,2015,08:00:00
159,74.8,13.0,2.000000000000001,4,1,2015,09:00:00
161,74.8,13.0,2.000000000000001,4,1,2015,10:00:00
163,74.8,12.0,2.000000000000001,4,1,2015,11:00:00
165,74.8,11.0,2.000000000000001,4,1,2015,12:00:00
167,74.8,12.0,2.000000000000001,4,1,2015,13:00:00
169,69.46,11.0,2.000000000000001,4,1,2015,14:00:00
171,80.36,10.0,0.9999999999999984,4,1,2015,15:00:00
173,74.63,9.0,0.9999999999999984,4,1,2015,16:00:00
175,80.36,12.0,0.9999999999999984,4,1,2015,17:00:00
177,74.63,9.0,0.9999999999999984,4,1,2015,18:00:00
179,74.63,10.0,0.9999999999999984,4,1,2015,19:00:00
181,69.25,10.0,0.9999999999999984,4,1,2015,20:00:00
183,69.25,9.0,0.9999999999999984,4,1,2015,21:00:00
185,74.44,9.0,0.0,4,1,2015,22:00:00
187,74.44,8.0,0.0,4,1,2015,23:00:00
189,74.44,8.0,0.0,5,1,2015,00:00:00
191,80.07,7.0,-1.0000000000000004,5,1,2015,01:00:00
193,80.07,7.0,-1.0000000000000004,5,1,2015,02:00:00
195,86.28,6.0,-1.0000000000000004,5,1,2015,03:00:00
197,86.28,6.0,-1.0000000000000004,5,1,2015,04:00:00
199,86.28,7.0,-1.0000000000000004,5,1,2015,05:00:00
201,86.28,9.0,-1.0000000000000004,5,1,2015,06:00:00
203,86.28,8.0,-1.0000000000000004,5,1,2015,07:00:00
205,92.92,6.0,-1.0000000000000004,5,1,2015,08:00:00
207,86.39,6.0,0.0,5,1,2015,09:00:00
209,80.36,6.0,0.9999999999999984,5,1,2015,10:00:00
211,80.36,6.0,0.9999999999999984,5,1,2015,11:00:00
213,80.36,7.0,0.9999999999999984,5,1,2015,12:00:00
215,74.63,9.0,0.9999999999999984,5,1,2015,13:00:00
217,74.63,6.0,0.9999999999999984,5,1,2015,14:00:00
219,86.39,5.0,0.0,5,1,2015,15:00:00
221,86.39,4.0,0.0,5,1,2015,16:00:00
223,86.39,5.0,0.0,5,1,2015,17:00:00
225,86.39,6.0,0.0,5,1,2015,18:00:00
227,80.22,5.0,0.0,5,1,2015,19:00:00
229,80.22,6.0,0.0,5,1,2015,20:00:00
231,74.44,7.0,0.0,5,1,2015,21:00:00
233,80.07,8.0,-1.0000000000000004,5,1,2015,22:00:00
235,86.28,9.0,-1.0000000000000004,5,1,2015,23:00:00
237,86.28,8.0,-1.0000000000000004,6,1,2015,00:00:00
239,80.07,8.0,-1.0000000000000004,6,1,2015,01:00:00
241,80.07,8.0,-1.0000000000000004,6,1,2015,02:00:00
243,79.92,7.0,-2.000000000000001,6,1,2015,03:00:00
245,73.89,5.0,-2.9999999999999996,6,1,2015,04:00:00
247,79.62,6.0,-4.0,6,1,2015,05:00:00
249,79.47,5.0,-5.0,6,1,2015,06:00:00
251,79.31,4.0,-6.000000000000001,6,1,2015,07:00:00
253,85.74,5.0,-6.000000000000001,6,1,2015,08:00:00
255,79.31,6.0,-6.000000000000001,6,1,2015,09:00:00
257,73.51,6.0,-5.0,6,1,2015,10:00:00
259,67.96,5.0,-5.0,6,1,2015,11:00:00
261,62.78,3.0,-5.0,6,1,2015,12:00:00
263,58.22,4.0,-4.0,6,1,2015,13:00:00
265,57.96,4.0,-5.0,6,1,2015,14:00:00
267,62.53,3.0,-6.000000000000001,6,1,2015,15:00:00
269,67.73,3.0,-6.000000000000001,6,1,2015,16:00:00
271,72.93,4.0,-8.0,6,1,2015,17:00:00
273,67.51,5.0,-7.000000000000001,6,1,2015,18:00:00
275,72.93,6.0,-8.0,6,1,2015,19:00:00
277,72.93,7.0,-8.0,6,1,2015,20:00:00
279,72.93,7.0,-8.0,6,1,2015,21:00:00
281,78.84,7.0,-9.0,6,1,2015,22:00:00
283,78.84,6.0,-9.0,6,1,2015,23:00:00
285,72.73,7.0,-9.0,7,1,2015,00:00:00
287,78.84,7.0,-9.0,7,1,2015,01:00:00
289,78.84,6.0,-9.0,7,1,2015,02:00:00
291,78.84,6.0,-9.0,7,1,2015,03:00:00
293,78.84,7.0,-9.0,7,1,2015,04:00:00
295,78.84,6.0,-9.0,7,1,2015,05:00:00
297,72.73,9.0,-9.0,7,1,2015,06:00:00
299,67.05,10.0,-9.0,7,1,2015,07:00:00
301,62.02,10.0,-8.0,7,1,2015,08:00:00
303,52.89,11.0,-7.000000000000001,7,1,2015,09:00:00
305,48.99,13.0,-6.000000000000001,7,1,2015,10:00:00
307,45.41,12.0,-5.0,7,1,2015,11:00:00
309,38.77,11.0,-4.0,7,1,2015,12:00:00
311,42.11,10.0,-4.0,7,1,2015,13:00:00
313,45.71,8.0,-4.0,7,1,2015,14:00:00
315,49.59,7.0,-4.0,7,1,2015,15:00:00
317,53.75,7.0,-4.0,7,1,2015,16:00:00
319,53.75,6.0,-4.0,7,1,2015,17:00:00
321,68.18,9.0,-4.0,7,1,2015,18:00:00
323,79.62,6.0,-4.0,7,1,2015,19:00:00
325,85.96,8.0,-4.0,7,1,2015,20:00:00
327,92.74,7.0,-4.0,7,1,2015,21:00:00
329,92.8,6.0,-2.9999999999999996,7,1,2015,22:00:00
331,92.8,5.0,-2.9999999999999996,7,1,2015,23:00:00
333,100.0,4.0,-2.9999999999999996,8,1,2015,00:00:00
335,92.86,4.0,-2.000000000000001,8,1,2015,01:00:00
337,100.0,4.0,-2.000000000000001,8,1,2015,02:00:00
339,92.92,4.0,-1.0000000000000004,8,1,2015,03:00:00
341,92.92,4.0,-1.0000000000000004,8,1,2015,04:00:00
343,92.92,5.0,-1.0000000000000004,8,1,2015,05:00:00
345,100.0,6.0,-1.0000000000000004,8,1,2015,06:00:00
347,92.92,5.0,-1.0000000000000004,8,1,2015,07:00:00
349,92.86,5.0,-2.000000000000001,8,1,2015,08:00:00
351,92.86,8.0,-2.000000000000001,8,1,2015,09:00:00
353,86.28,8.0,-1.0000000000000004,8,1,2015,10:00:00
355,80.22,7.0,0.0,8,1,2015,11:00:00
357,74.63,9.0,0.9999999999999984,8,1,2015,12:00:00
359,74.63,9.0,0.9999999999999984,8,1,2015,13:00:00
361,74.63,9.0,0.9999999999999984,8,1,2015,14:00:00
363,80.22,8.0,0.0,8,1,2015,15:00:00
365,80.22,8.0,0.0,8,1,2015,16:00:00
367,80.22,10.0,0.0,8,1,2015,17:00:00
369,80.22,11.0,0.0,8,1,2015,18:00:00
371,86.39,11.0,0.0,8,1,2015,19:00:00
373,80.36,12.0,0.9999999999999984,8,1,2015,20:00:00
375,80.36,14.0,0.9999999999999984,8,1,2015,21:00:00
377,86.49,13.0,0.9999999999999984,8,1,2015,22:00:00
379,93.03,13.0,0.9999999999999984,8,1,2015,23:00:00
381,93.03,16.0,0.9999999999999984,9,1,2015,00:00:00
383,93.08,17.0,2.000000000000001,9,1,2015,01:00:00
385,93.14,16.0,2.9999999999999996,9,1,2015,02:00:00
387,93.14,11.0,2.9999999999999996,9,1,2015,03:00:00
389,93.14,16.0,2.9999999999999996,9,1,2015,04:00:00
391,86.69,12.0,2.9999999999999996,9,1,2015,05:00:00
393,86.69,16.0,2.9999999999999996,9,1,2015,06:00:00
395,86.69,17.0,2.9999999999999996,9,1,2015,07:00:00
397,86.69,15.0,2.9999999999999996,9,1,2015,08:00:00
399,80.79,16.0,4.000000000000002,9,1,2015,09:00:00
401,80.79,13.0,4.000000000000002,9,1,2015,10:00:00
403,75.16,13.0,4.000000000000002,9,1,2015,11:00:00
405,75.16,15.0,4.000000000000002,9,1,2015,12:00:00
407,80.79,17.0,4.000000000000002,9,1,2015,13:00:00
409,86.79,15.0,4.000000000000002,9,1,2015,14:00:00
411,86.79,18.0,4.000000000000002,9,1,2015,15:00:00
413,86.79,19.0,4.000000000000002,9,1,2015,16:00:00
415,93.19,12.0,4.000000000000002,9,1,2015,17:00:00
417,86.69,12.0,2.9999999999999996,9,1,2015,18:00:00
419,80.79,15.0,4.000000000000002,9,1,2015,19:00:00
421,80.79,14.0,4.000000000000002,9,1,2015,20:00:00
423,80.79,16.0,4.000000000000002,9,1,2015,21:00:00
425,80.79,21.0,4.000000000000002,9,1,2015,22:00:00
427,80.79,13.0,4.000000000000002,9,1,2015,23:00:00
429,80.79,15.0,4.000000000000002,10,1,2015,00:00:00
431,80.79,14.0,4.000000000000002,10,1,2015,01:00:00
433,80.79,8.0,4.000000000000002,10,1,2015,02:00:00
435,80.79,13.0,4.000000000000002,10,1,2015,03:00:00
437,86.79,10.0,4.000000000000002,10,1,2015,04:00:00
439,86.79,8.0,4.000000000000002,10,1,2015,05:00:00
441,86.79,9.0,4.000000000000002,10,1,2015,06:00:00
443,86.79,9.0,4.000000000000002,10,1,2015,07:00:00
445,86.79,10.0,4.000000000000002,10,1,2015,08:00:00
447,93.19,8.0,4.000000000000002,10,1,2015,09:00:00
449,93.19,5.0,4.000000000000002,10,1,2015,10:00:00
451,93.24,7.0,5.0,10,1,2015,11:00:00
453,100.0,8.0,5.0,10,1,2015,12:00:00
455,93.35,13.0,7.000000000000001,10,1,2015,13:00:00
457,100.0,11.0,8.0,10,1,2015,14:00:00
459,93.5,15.0,10.0,10,1,2015,15:00:00
461,87.37,17.0,10.0,10,1,2015,16:00:00
463,76.34,18.0,10.999999999999998,10,1,2015,17:00:00
465,87.37,19.0,10.0,10,1,2015,18:00:00
467,81.74,23.0,10.999999999999998,10,1,2015,19:00:00
469,75.68,15.0,7.000000000000001,10,1,2015,20:00:00
471,70.48,15.0,7.000000000000001,10,1,2015,21:00:00
473,70.28,18.0,5.999999999999999,10,1,2015,22:00:00
475,60.54,13.0,5.0,10,1,2015,23:00:00
477,60.54,16.0,5.0,11,1,2015,00:00:00
479,60.29,19.0,4.000000000000002,11,1,2015,01:00:00
481,60.29,18.0,4.000000000000002,11,1,2015,02:00:00
483,60.29,17.0,4.000000000000002,11,1,2015,03:00:00
485,64.7,18.0,2.9999999999999996,11,1,2015,04:00:00
487,64.7,17.0,2.9999999999999996,11,1,2015,05:00:00
489,64.7,19.0,2.9999999999999996,11,1,2015,06:00:00
491,64.7,21.0,2.9999999999999996,11,1,2015,07:00:00
493,64.7,18.0,2.9999999999999996,11,1,2015,08:00:00
495,64.7,21.0,2.9999999999999996,11,1,2015,09:00:00
497,64.7,22.0,2.9999999999999996,11,1,2015,10:00:00
499,64.7,21.0,2.9999999999999996,11,1,2015,11:00:00
501,64.7,22.0,2.9999999999999996,11,1,2015,12:00:00
503,64.7,19.0,2.9999999999999996,11,1,2015,13:00:00
505,64.7,20.0,2.9999999999999996,11,1,2015,14:00:00
507,64.7,20.0,2.9999999999999996,11,1,2015,15:00:00
509,69.67,19.0,2.9999999999999996,11,1,2015,16:00:00
511,69.67,19.0,2.9999999999999996,11,1,2015,17:00:00
513,69.67,18.0,2.9999999999999996,11,1,2015,18:00:00
515,74.8,18.0,2.000000000000001,11,1,2015,19:00:00
517,74.8,17.0,2.000000000000001,11,1,2015,20:00:00
519,80.51,18.0,2.000000000000001,11,1,2015,21:00:00
521,80.51,16.0,2.000000000000001,11,1,2015,22:00:00
523,86.59,16.0,2.000000000000001,11,1,2015,23:00:00
525,86.59,14.0,2.000000000000001,12,1,2015,00:00:00
527,80.51,15.0,2.000000000000001,12,1,2015,01:00:00
529,74.98,15.0,2.9999999999999996,12,1,2015,02:00:00
531,74.98,16.0,2.9999999999999996,12,1,2015,03:00:00
533,74.98,14.0,2.9999999999999996,12,1,2015,04:00:00
535,74.98,15.0,2.9999999999999996,12,1,2015,05:00:00
537,80.65,13.0,2.9999999999999996,12,1,2015,06:00:00
539,80.65,12.0,2.9999999999999996,12,1,2015,07:00:00
541,80.65,12.0,2.9999999999999996,12,1,2015,08:00:00
543,86.69,13.0,2.9999999999999996,12,1,2015,09:00:00
545,93.14,12.0,2.9999999999999996,12,1,2015,10:00:00
547,86.79,12.0,4.000000000000002,12,1,2015,11:00:00
549,86.79,13.0,4.000000000000002,12,1,2015,12:00:00
551,86.79,13.0,4.000000000000002,12,1,2015,13:00:00
553,86.79,15.0,4.000000000000002,12,1,2015,14:00:00
555,86.79,12.0,4.000000000000002,12,1,2015,15:00:00
557,86.79,13.0,4.000000000000002,12,1,2015,16:00:00
559,86.79,14.0,4.000000000000002,12,1,2015,17:00:00
561,86.79,14.0,4.000000000000002,12,1,2015,18:00:00
563,86.79,15.0,4.000000000000002,12,1,2015,19:00:00
565,86.79,15.0,4.000000000000002,12,1,2015,20:00:00
567,80.93,17.0,5.0,12,1,2015,21:00:00
569,80.93,15.0,5.0,12,1,2015,22:00:00
571,80.93,12.0,5.0,12,1,2015,23:00:00
573,80.93,11.0,5.0,13,1,2015,00:00:00
575,80.93,11.0,5.0,13,1,2015,01:00:00
577,75.33,10.0,5.0,13,1,2015,02:00:00
579,75.33,10.0,5.0,13,1,2015,03:00:00
581,80.93,14.0,5.0,13,1,2015,04:00:00
583,80.93,10.0,5.0,13,1,2015,05:00:00
585,80.93,11.0,5.0,13,1,2015,06:00:00
587,75.5,10.0,5.999999999999999,13,1,2015,07:00:00
589,75.5,10.0,5.999999999999999,13,1,2015,08:00:00
591,75.5,11.0,5.999999999999999,13,1,2015,09:00:00
593,75.68,12.0,7.000000000000001,13,1,2015,10:00:00
595,66.05,12.0,9.000000000000002,13,1,2015,11:00:00
597,61.52,16.0,9.000000000000002,13,1,2015,12:00:00
599,61.52,16.0,9.000000000000002,13,1,2015,13:00:00
601,57.52,15.0,10.0,13,1,2015,14:00:00
603,57.26,15.0,9.000000000000002,13,1,2015,15:00:00
605,57.26,12.0,9.000000000000002,13,1,2015,16:00:00
607,65.83,12.0,8.0,13,1,2015,17:00:00
609,61.28,13.0,8.0,13,1,2015,18:00:00
611,57.0,13.0,8.0,13,1,2015,19:00:00
613,46.02,15.0,9.000000000000002,13,1,2015,20:00:00
615,45.73,12.0,8.0,13,1,2015,21:00:00
617,45.73,9.0,8.0,13,1,2015,22:00:00
619,52.72,9.0,7.000000000000001,13,1,2015,23:00:00
621,52.72,7.0,7.000000000000001,14,1,2015,00:00:00
623,52.72,7.0,7.000000000000001,14,1,2015,01:00:00
625,56.48,8.0,5.999999999999999,14,1,2015,02:00:00
627,56.74,9.0,7.000000000000001,14,1,2015,03:00:00
629,56.74,10.0,7.000000000000001,14,1,2015,04:00:00
631,60.79,7.0,5.999999999999999,14,1,2015,05:00:00
633,65.38,10.0,5.999999999999999,14,1,2015,06:00:00
635,75.33,7.0,5.0,14,1,2015,07:00:00
637,80.93,6.0,5.0,14,1,2015,08:00:00
639,75.5,6.0,5.999999999999999,14,1,2015,09:00:00
641,70.48,9.0,7.000000000000001,14,1,2015,10:00:00
643,70.48,10.0,7.000000000000001,14,1,2015,11:00:00
645,66.05,12.0,9.000000000000002,14,1,2015,12:00:00
647,61.52,15.0,9.000000000000002,14,1,2015,13:00:00
649,61.52,11.0,9.000000000000002,14,1,2015,14:00:00
651,57.26,12.0,9.000000000000002,14,1,2015,15:00:00
653,61.03,9.0,7.000000000000001,14,1,2015,16:00:00
655,65.16,5.0,5.0,14,1,2015,17:00:00
657,69.88,3.0,4.000000000000002,14,1,2015,18:00:00
659,74.98,4.0,2.9999999999999996,14,1,2015,19:00:00
661,69.67,0.0,2.9999999999999996,14,1,2015,20:00:00
663,74.8,3.0,2.000000000000001,14,1,2015,21:00:00
665,74.8,2.0,2.000000000000001,14,1,2015,22:00:00
667,69.67,2.0,2.9999999999999996,14,1,2015,23:00:00
669,69.67,1.0,2.9999999999999996,15,1,2015,00:00:00
671,80.51,0.0,2.000000000000001,15,1,2015,01:00:00
673,80.65,7.0,2.9999999999999996,15,1,2015,02:00:00
675,93.08,12.0,2.000000000000001,15,1,2015,03:00:00
677,86.69,9.0,2.9999999999999996,15,1,2015,04:00:00
679,86.69,9.0,2.9999999999999996,15,1,2015,05:00:00
681,93.08,7.0,2.000000000000001,15,1,2015,06:00:00
683,86.59,6.0,2.000000000000001,15,1,2015,07:00:00
685,86.59,4.0,2.000000000000001,15,1,2015,08:00:00
687,86.59,7.0,2.000000000000001,15,1,2015,09:00:00
689,80.65,7.0,2.9999999999999996,15,1,2015,10:00:00
691,64.93,10.0,4.000000000000002,15,1,2015,11:00:00
693,64.93,11.0,4.000000000000002,15,1,2015,12:00:00
695,60.29,10.0,4.000000000000002,15,1,2015,13:00:00
697,60.29,10.0,4.000000000000002,15,1,2015,14:00:00
699,64.93,7.0,4.000000000000002,15,1,2015,15:00:00
701,69.67,6.0,2.9999999999999996,15,1,2015,16:00:00
703,69.67,7.0,2.9999999999999996,15,1,2015,17:00:00
705,69.67,7.0,2.9999999999999996,15,1,2015,18:00:00
707,64.7,7.0,2.9999999999999996,15,1,2015,19:00:00
709,64.7,8.0,2.9999999999999996,15,1,2015,20:00:00
711,69.67,10.0,2.9999999999999996,15,1,2015,21:00:00
713,64.93,8.0,4.000000000000002,15,1,2015,22:00:00
715,65.16,11.0,5.0,15,1,2015,23:00:00
717,65.16,8.0,5.0,16,1,2015,00:00:00
719,70.08,9.0,5.0,16,1,2015,01:00:00
721,70.08,7.0,5.0,16,1,2015,02:00:00
723,70.08,6.0,5.0,16,1,2015,03:00:00
725,70.08,6.0,5.0,16,1,2015,04:00:00
727,70.08,8.0,5.0,16,1,2015,05:00:00
729,75.16,7.0,4.000000000000002,16,1,2015,06:00:00
731,80.79,7.0,4.000000000000002,16,1,2015,07:00:00
733,75.33,9.0,5.0,16,1,2015,08:00:00
735,75.5,9.0,5.999999999999999,16,1,2015,09:00:00
737,65.83,10.0,8.0,16,1,2015,10:00:00
739,61.52,10.0,9.000000000000002,16,1,2015,11:00:00
741,61.76,11.0,10.0,16,1,2015,12:00:00
743,57.77,9.0,10.999999999999998,16,1,2015,13:00:00
745,61.76,7.0,10.0,16,1,2015,14:00:00
747,66.05,5.0,9.000000000000002,16,1,2015,15:00:00
749,65.83,3.0,8.0,16,1,2015,16:00:00
751,70.48,1.0,7.000000000000001,16,1,2015,17:00:00
753,75.5,7.0,5.999999999999999,16,1,2015,18:00:00
755,80.93,5.0,5.0,16,1,2015,19:00:00
757,80.79,6.0,4.000000000000002,16,1,2015,20:00:00
759,86.69,3.0,2.9999999999999996,16,1,2015,21:00:00
761,86.59,5.0,2.000000000000001,16,1,2015,22:00:00
763,80.79,7.0,4.000000000000002,16,1,2015,23:00:00
765,86.69,4.0,2.9999999999999996,17,1,2015,00:00:00
767,86.69,5.0,2.9999999999999996,17,1,2015,01:00:00
769,86.59,6.0,2.000000000000001,17,1,2015,02:00:00
771,93.03,5.0,0.9999999999999984,17,1,2015,03:00:00
773,93.08,7.0,2.000000000000001,17,1,2015,04:00:00
775,86.59,4.0,2.000000000000001,17,1,2015,05:00:00
777,86.69,6.0,2.9999999999999996,17,1,2015,06:00:00
779,86.69,4.0,2.9999999999999996,17,1,2015,07:00:00
781,86.69,3.0,2.9999999999999996,17,1,2015,08:00:00
783,81.07,11.0,5.999999999999999,17,1,2015,09:00:00
785,81.07,9.0,5.999999999999999,17,1,2015,10:00:00
787,81.07,11.0,5.999999999999999,17,1,2015,11:00:00
789,86.89,12.0,5.0,17,1,2015,12:00:00
791,86.79,9.0,4.000000000000002,17,1,2015,13:00:00
793,86.79,5.0,4.000000000000002,17,1,2015,14:00:00
795,86.79,4.0,4.000000000000002,17,1,2015,15:00:00
797,86.79,3.0,4.000000000000002,17,1,2015,16:00:00
799,86.79,4.0,4.000000000000002,17,1,2015,17:00:00
801,93.14,2.0,2.9999999999999996,17,1,2015,18:00:00
803,93.14,2.0,2.9999999999999996,17,1,2015,19:00:00
805,93.14,1.0,2.9999999999999996,17,1,2015,20:00:00
807,93.14,2.0,2.9999999999999996,17,1,2015,21:00:00
809,93.14,0.0,2.9999999999999996,17,1,2015,22:00:00
811,93.14,0.0,2.9999999999999996,17,1,2015,23:00:00
813,93.14,2.0,2.9999999999999996,18,1,2015,00:00:00
815,93.14,1.0,2.9999999999999996,18,1,2015,01:00:00
817,93.14,2.0,2.9999999999999996,18,1,2015,02:00:00
819,100.0,2.0,2.000000000000001,18,1,2015,03:00:00
821,100.0,0.0,2.000000000000001,18,1,2015,04:00:00
823,100.0,1.0,0.9999999999999984,18,1,2015,05:00:00
825,93.08,0.0,2.000000000000001,18,1,2015,06:00:00
827,100.0,2.0,2.000000000000001,18,1,2015,07:00:00
829,93.08,1.0,2.000000000000001,18,1,2015,08:00:00
831,100.0,1.0,2.000000000000001,18,1,2015,09:00:00
833,93.14,1.0,2.9999999999999996,18,1,2015,10:00:00
835,100.0,3.0,2.9999999999999996,18,1,2015,11:00:00
837,93.19,0.0,4.000000000000002,18,1,2015,12:00:00
839,86.79,0.0,4.000000000000002,18,1,2015,13:00:00
841,86.69,4.0,2.9999999999999996,18,1,2015,14:00:00
843,93.14,2.0,2.9999999999999996,18,1,2015,15:00:00
845,86.69,0.0,2.9999999999999996,18,1,2015,16:00:00
847,86.69,2.0,2.9999999999999996,18,1,2015,17:00:00
849,86.69,0.0,2.9999999999999996,18,1,2015,18:00:00
851,93.08,3.0,2.000000000000001,18,1,2015,19:00:00
853,93.08,3.0,2.000000000000001,18,1,2015,20:00:00
855,93.08,2.0,2.000000000000001,18,1,2015,21:00:00
857,93.03,3.0,0.9999999999999984,18,1,2015,22:00:00
859,100.0,4.0,0.0,18,1,2015,23:00:00
861,93.03,4.0,0.9999999999999984,19,1,2015,00:00:00
863,93.03,4.0,0.9999999999999984,19,1,2015,01:00:00
865,100.0,3.0,0.0,19,1,2015,02:00:00
867,100.0,3.0,0.0,19,1,2015,03:00:00
869,100.0,2.0,0.0,19,1,2015,04:00:00
871,100.0,3.0,0.0,19,1,2015,05:00:00
873,100.0,3.0,-1.0000000000000004,19,1,2015,06:00:00
875,100.0,2.0,-1.0000000000000004,19,1,2015,07:00:00
877,100.0,7.0,0.0,19,1,2015,08:00:00
879,100.0,4.0,0.0,19,1,2015,09:00:00
881,100.0,7.0,0.0,19,1,2015,10:00:00
883,100.0,7.0,0.0,19,1,2015,11:00:00
885,100.0,6.0,0.0,19,1,2015,12:00:00
887,100.0,8.0,0.0,19,1,2015,13:00:00
889,93.03,6.0,0.9999999999999984,19,1,2015,14:00:00
891,93.03,6.0,0.9999999999999984,19,1,2015,15:00:00
893,93.03,7.0,0.9999999999999984,19,1,2015,16:00:00
895,93.03,8.0,0.9999999999999984,19,1,2015,17:00:00
897,93.03,9.0,0.9999999999999984,19,1,2015,18:00:00
899,93.03,8.0,0.9999999999999984,19,1,2015,19:00:00
901,93.03,8.0,0.9999999999999984,19,1,2015,20:00:00
903,100.0,9.0,0.0,19,1,2015,21:00:00
905,100.0,8.0,0.0,19,1,2015,22:00:00
907,100.0,9.0,0.0,19,1,2015,23:00:00
909,100.0,9.0,0.0,20,1,2015,00:00:00
911,93.03,7.0,0.9999999999999984,20,1,2015,01:00:00
913,93.03,7.0,0.9999999999999984,20,1,2015,02:00:00
915,93.03,8.0,0.9999999999999984,20,1,2015,03:00:00
917,93.03,8.0,0.9999999999999984,20,1,2015,04:00:00
