,relh,sknt,temp,day,month,year,time
69319,92.97,3.0,0.0,18,12,2018,09:00:00
69321,92.97,3.0,0.0,18,12,2018,10:00:00
69323,92.97,5.0,0.0,18,12,2018,11:00:00
69325,92.97,4.0,0.0,18,12,2018,12:00:00
69327,93.03,4.0,0.9999999999999984,18,12,2018,13:00:00
69329,100.0,4.0,0.0,18,12,2018,14:00:00
69331,100.0,3.0,0.0,18,12,2018,15:00:00
69333,100.0,3.0,0.0,18,12,2018,16:00:00
69335,92.97,3.0,0.0,18,12,2018,17:00:00
69337,92.92,4.0,-1.0000000000000004,18,12,2018,18:00:00
69339,92.97,3.0,0.0,18,12,2018,19:00:00
69341,92.97,4.0,0.0,18,12,2018,20:00:00
69343,92.97,6.0,0.0,18,12,2018,21:00:00
69345,92.97,4.0,0.0,18,12,2018,22:00:00
69347,92.97,4.0,0.0,18,12,2018,23:00:00
69349,100.0,5.0,-1.0000000000000004,19,12,2018,00:00:00
69351,92.92,3.0,-1.0000000000000004,19,12,2018,01:00:00
69353,92.92,3.0,-1.0000000000000004,19,12,2018,02:00:00
69355,92.92,6.0,-1.0000000000000004,19,12,2018,03:00:00
69357,92.86,6.0,-2.000000000000001,19,12,2018,04:00:00
69359,92.8,5.0,-2.9999999999999996,19,12,2018,05:00:00
69361,92.8,4.0,-2.9999999999999996,19,12,2018,06:00:00
69363,86.18,7.0,-2.000000000000001,19,12,2018,07:00:00
69365,86.18,8.0,-2.000000000000001,19,12,2018,08:00:00
69367,86.18,6.0,-2.000000000000001,19,12,2018,09:00:00
69369,86.18,6.0,-2.000000000000001,19,12,2018,10:00:00
69371,86.18,9.0,-2.000000000000001,19,12,2018,11:00:00
69373,92.8,8.0,-2.9999999999999996,19,12,2018,12:00:00
69375,86.07,8.0,-2.9999999999999996,19,12,2018,13:00:00
69377,86.07,8.0,-2.9999999999999996,19,12,2018,14:00:00
69379,86.07,8.0,-2.9999999999999996,19,12,2018,15:00:00
69381,86.07,8.0,-2.9999999999999996,19,12,2018,16:00:00
69383,92.74,7.0,-4.0,19,12,2018,17:00:00
69385,92.74,9.0,-4.0,19,12,2018,18:00:00
69387,92.74,7.0,-4.0,19,12,2018,19:00:00
69389,85.96,6.0,-4.0,19,12,2018,20:00:00
69391,85.96,7.0,-4.0,19,12,2018,21:00:00
69393,85.96,8.0,-4.0,19,12,2018,22:00:00
69395,85.96,7.0,-4.0,19,12,2018,23:00:00
69397,85.96,6.0,-4.0,20,12,2018,00:00:00
69399,92.69,6.0,-5.0,20,12,2018,01:00:00
69401,92.69,5.0,-5.0,20,12,2018,02:00:00
69403,92.69,5.0,-5.0,20,12,2018,03:00:00
69405,85.96,5.0,-4.0,20,12,2018,04:00:00
69407,85.96,5.0,-4.0,20,12,2018,05:00:00
69409,85.96,5.0,-4.0,20,12,2018,06:00:00
69411,85.96,4.0,-4.0,20,12,2018,07:00:00
69413,86.07,6.0,-2.9999999999999996,20,12,2018,08:00:00
69415,86.07,4.0,-2.9999999999999996,20,12,2018,09:00:00
69417,86.07,4.0,-2.9999999999999996,20,12,2018,10:00:00
69419,92.8,4.0,-2.9999999999999996,20,12,2018,11:00:00
69421,86.18,6.0,-2.000000000000001,20,12,2018,12:00:00
69423,86.18,5.0,-2.000000000000001,20,12,2018,13:00:00
69425,86.18,4.0,-2.000000000000001,20,12,2018,14:00:00
69427,92.86,4.0,-2.000000000000001,20,12,2018,15:00:00
69429,92.86,4.0,-2.000000000000001,20,12,2018,16:00:00
69431,92.86,3.0,-2.000000000000001,20,12,2018,17:00:00
69433,92.86,4.0,-2.000000000000001,20,12,2018,18:00:00
69435,86.18,3.0,-2.000000000000001,20,12,2018,19:00:00
69437,92.86,3.0,-2.000000000000001,20,12,2018,20:00:00
69439,92.86,3.0,-2.000000000000001,20,12,2018,21:00:00
69441,92.92,4.0,-1.0000000000000004,20,12,2018,22:00:00
69443,92.92,5.0,-1.0000000000000004,20,12,2018,23:00:00
69445,92.97,6.0,0.0,21,12,2018,00:00:00
69447,92.97,6.0,0.0,21,12,2018,01:00:00
69449,93.03,6.0,0.9999999999999984,21,12,2018,02:00:00
69451,93.03,7.0,0.9999999999999984,21,12,2018,03:00:00
69453,93.03,7.0,0.9999999999999984,21,12,2018,04:00:00
69455,93.03,7.0,0.9999999999999984,21,12,2018,05:00:00
69457,100.0,8.0,0.9999999999999984,21,12,2018,06:00:00
69459,93.03,7.0,0.9999999999999984,21,12,2018,07:00:00
69461,93.03,5.0,0.9999999999999984,21,12,2018,08:00:00
69463,93.08,5.0,2.000000000000001,21,12,2018,09:00:00
69465,93.08,5.0,2.000000000000001,21,12,2018,10:00:00
69467,86.59,7.0,2.000000000000001,21,12,2018,11:00:00
69469,80.65,6.0,2.9999999999999996,21,12,2018,12:00:00
69471,80.65,4.0,2.9999999999999996,21,12,2018,13:00:00
69473,86.59,5.0,2.000000000000001,21,12,2018,14:00:00
69475,86.59,4.0,2.000000000000001,21,12,2018,15:00:00
69477,86.69,6.0,2.9999999999999996,21,12,2018,16:00:00
69479,80.65,5.0,2.9999999999999996,21,12,2018,17:00:00
69481,86.69,4.0,2.9999999999999996,21,12,2018,18:00:00
69483,86.69,7.0,2.9999999999999996,21,12,2018,19:00:00
69485,86.69,6.0,2.9999999999999996,21,12,2018,20:00:00
69487,86.69,5.0,2.9999999999999996,21,12,2018,21:00:00
69489,93.08,7.0,2.000000000000001,21,12,2018,22:00:00
69491,93.14,6.0,2.9999999999999996,21,12,2018,23:00:00
69493,100.0,8.0,2.9999999999999996,22,12,2018,00:00:00
69495,100.0,10.0,4.000000000000002,22,12,2018,01:00:00
69497,100.0,11.0,5.0,22,12,2018,02:00:00
69499,93.3,12.0,5.999999999999999,22,12,2018,03:00:00
69501,93.3,12.0,5.999999999999999,22,12,2018,04:00:00
69503,93.3,11.0,5.999999999999999,22,12,2018,05:00:00
69505,93.3,13.0,5.999999999999999,22,12,2018,06:00:00
69507,93.3,15.0,5.999999999999999,22,12,2018,07:00:00
69509,81.2,20.0,7.000000000000001,22,12,2018,08:00:00
69511,75.68,21.0,7.000000000000001,22,12,2018,09:00:00
69513,75.68,20.0,7.000000000000001,22,12,2018,10:00:00
69515,70.48,19.0,7.000000000000001,22,12,2018,11:00:00
69517,65.83,24.0,8.0,22,12,2018,12:00:00
69519,70.48,22.0,7.000000000000001,22,12,2018,13:00:00
69521,70.48,22.0,7.000000000000001,22,12,2018,14:00:00
69523,86.89,21.0,5.0,22,12,2018,15:00:00
69525,75.33,21.0,5.0,22,12,2018,16:00:00
69527,80.79,16.0,4.000000000000002,22,12,2018,17:00:00
69529,75.16,17.0,4.000000000000002,22,12,2018,18:00:00
69531,80.79,14.0,4.000000000000002,22,12,2018,19:00:00
69533,80.79,16.0,4.000000000000002,22,12,2018,20:00:00
69535,80.79,12.0,4.000000000000002,22,12,2018,21:00:00
69537,80.79,12.0,4.000000000000002,22,12,2018,22:00:00
69539,86.69,11.0,2.9999999999999996,22,12,2018,23:00:00
69541,86.69,11.0,2.9999999999999996,23,12,2018,00:00:00
69543,86.69,8.0,2.9999999999999996,23,12,2018,01:00:00
69545,86.69,7.0,2.9999999999999996,23,12,2018,02:00:00
69547,80.65,7.0,2.9999999999999996,23,12,2018,03:00:00
69549,80.65,3.0,2.9999999999999996,23,12,2018,04:00:00
69551,80.51,5.0,2.000000000000001,23,12,2018,05:00:00
69553,80.51,5.0,2.000000000000001,23,12,2018,06:00:00
69555,80.51,4.0,2.000000000000001,23,12,2018,07:00:00
69557,80.51,5.0,2.000000000000001,23,12,2018,08:00:00
69559,80.51,8.0,2.000000000000001,23,12,2018,09:00:00
69561,86.59,8.0,2.000000000000001,23,12,2018,10:00:00
69563,86.69,3.0,2.9999999999999996,23,12,2018,11:00:00
69565,93.14,4.0,2.9999999999999996,23,12,2018,12:00:00
69567,93.14,6.0,2.9999999999999996,23,12,2018,13:00:00
69569,100.0,8.0,2.9999999999999996,23,12,2018,14:00:00
69571,93.19,11.0,4.000000000000002,23,12,2018,15:00:00
69573,100.0,14.0,4.000000000000002,23,12,2018,16:00:00
69575,100.0,13.0,4.000000000000002,23,12,2018,17:00:00
69577,93.24,13.0,5.0,23,12,2018,18:00:00
69579,93.24,13.0,5.0,23,12,2018,19:00:00
69581,93.24,13.0,5.0,23,12,2018,20:00:00
69583,93.24,14.0,5.0,23,12,2018,21:00:00
69585,93.24,13.0,5.0,23,12,2018,22:00:00
69587,93.24,14.0,5.0,23,12,2018,23:00:00
69589,100.0,10.0,4.000000000000002,24,12,2018,00:00:00
69591,93.19,7.0,4.000000000000002,24,12,2018,01:00:00
69593,93.08,9.0,2.000000000000001,24,12,2018,02:00:00
69595,93.03,8.0,0.9999999999999984,24,12,2018,03:00:00
69597,92.97,10.0,0.0,24,12,2018,04:00:00
69599,92.97,9.0,0.0,24,12,2018,05:00:00
69601,92.97,8.0,0.0,24,12,2018,06:00:00
69603,92.97,9.0,0.0,24,12,2018,07:00:00
69605,92.97,9.0,0.0,24,12,2018,08:00:00
69607,86.39,8.0,0.0,24,12,2018,09:00:00
69609,80.22,9.0,0.0,24,12,2018,10:00:00
69611,80.22,11.0,0.0,24,12,2018,11:00:00
69613,80.22,9.0,0.0,24,12,2018,12:00:00
69615,80.22,10.0,0.0,24,12,2018,13:00:00
69617,80.22,9.0,0.0,24,12,2018,14:00:00
69619,80.22,10.0,0.0,24,12,2018,15:00:00
69621,80.22,9.0,0.0,24,12,2018,16:00:00
69623,80.22,10.0,0.0,24,12,2018,17:00:00
69625,80.07,13.0,-1.0000000000000004,24,12,2018,18:00:00
69627,80.07,10.0,-1.0000000000000004,24,12,2018,19:00:00
69629,80.07,11.0,-1.0000000000000004,24,12,2018,20:00:00
69631,80.07,10.0,-1.0000000000000004,24,12,2018,21:00:00
69633,74.26,11.0,-1.0000000000000004,24,12,2018,22:00:00
69635,74.26,12.0,-1.0000000000000004,24,12,2018,23:00:00
69637,80.07,9.0,-1.0000000000000004,25,12,2018,00:00:00
69639,80.07,12.0,-1.0000000000000004,25,12,2018,01:00:00
69641,86.28,10.0,-1.0000000000000004,25,12,2018,02:00:00
69643,86.28,10.0,-1.0000000000000004,25,12,2018,03:00:00
69645,92.92,9.0,-1.0000000000000004,25,12,2018,04:00:00
69647,86.39,10.0,0.0,25,12,2018,05:00:00
69649,92.97,9.0,0.0,25,12,2018,06:00:00
69651,92.97,9.0,0.0,25,12,2018,07:00:00
69653,92.97,9.0,0.0,25,12,2018,08:00:00
69655,92.97,10.0,0.0,25,12,2018,09:00:00
69657,92.97,9.0,0.0,25,12,2018,10:00:00
69659,92.97,6.0,0.0,25,12,2018,11:00:00
69661,100.0,7.0,0.0,25,12,2018,12:00:00
69663,93.03,9.0,0.9999999999999984,25,12,2018,13:00:00
69665,100.0,9.0,0.9999999999999984,25,12,2018,14:00:00
69667,100.0,9.0,2.000000000000001,25,12,2018,15:00:00
69669,93.14,10.0,2.9999999999999996,25,12,2018,16:00:00
69671,100.0,10.0,2.9999999999999996,25,12,2018,17:00:00
69673,100.0,11.0,2.9999999999999996,25,12,2018,18:00:00
69675,100.0,10.0,2.9999999999999996,25,12,2018,19:00:00
69677,93.19,11.0,4.000000000000002,25,12,2018,20:00:00
69679,100.0,13.0,2.9999999999999996,25,12,2018,21:00:00
69681,100.0,13.0,2.9999999999999996,25,12,2018,22:00:00
69683,100.0,12.0,2.9999999999999996,25,12,2018,23:00:00
69685,100.0,12.0,2.9999999999999996,26,12,2018,00:00:00
69687,100.0,13.0,2.9999999999999996,26,12,2018,01:00:00
69689,93.14,15.0,2.9999999999999996,26,12,2018,02:00:00
69691,93.14,15.0,2.9999999999999996,26,12,2018,03:00:00
69693,93.14,15.0,2.9999999999999996,26,12,2018,04:00:00
69695,93.14,14.0,2.9999999999999996,26,12,2018,05:00:00
69697,93.14,16.0,2.9999999999999996,26,12,2018,06:00:00
69699,93.14,14.0,2.9999999999999996,26,12,2018,07:00:00
69701,93.14,13.0,2.9999999999999996,26,12,2018,08:00:00
69703,86.79,13.0,4.000000000000002,26,12,2018,09:00:00
69705,86.79,9.0,4.000000000000002,26,12,2018,10:00:00
69707,86.79,11.0,4.000000000000002,26,12,2018,11:00:00
69709,86.79,9.0,4.000000000000002,26,12,2018,12:00:00
69711,86.79,9.0,4.000000000000002,26,12,2018,13:00:00
69713,80.79,10.0,4.000000000000002,26,12,2018,14:00:00
69715,80.79,9.0,4.000000000000002,26,12,2018,15:00:00
69717,80.79,8.0,4.000000000000002,26,12,2018,16:00:00
69719,75.16,10.0,4.000000000000002,26,12,2018,17:00:00
69721,80.65,9.0,2.9999999999999996,26,12,2018,18:00:00
69723,80.65,8.0,2.9999999999999996,26,12,2018,19:00:00
69725,80.65,11.0,2.9999999999999996,26,12,2018,20:00:00
69727,80.65,10.0,2.9999999999999996,26,12,2018,21:00:00
69729,86.69,9.0,2.9999999999999996,26,12,2018,22:00:00
69731,86.69,9.0,2.9999999999999996,26,12,2018,23:00:00
69733,86.69,10.0,2.9999999999999996,27,12,2018,00:00:00
69735,86.69,9.0,2.9999999999999996,27,12,2018,01:00:00
69737,80.79,8.0,4.000000000000002,27,12,2018,02:00:00
69739,86.79,8.0,4.000000000000002,27,12,2018,03:00:00
69741,86.79,9.0,4.000000000000002,27,12,2018,04:00:00
69743,93.19,9.0,4.000000000000002,27,12,2018,05:00:00
69745,93.24,9.0,5.0,27,12,2018,06:00:00
69747,100.0,10.0,5.0,27,12,2018,07:00:00
69749,93.3,13.0,5.999999999999999,27,12,2018,08:00:00
69751,100.0,13.0,5.999999999999999,27,12,2018,09:00:00
69753,100.0,15.0,5.999999999999999,27,12,2018,10:00:00
69755,100.0,15.0,5.999999999999999,27,12,2018,11:00:00
69757,100.0,14.0,5.999999999999999,27,12,2018,12:00:00
69759,93.3,16.0,5.999999999999999,27,12,2018,13:00:00
69761,93.3,15.0,5.999999999999999,27,12,2018,14:00:00
69763,100.0,15.0,5.0,27,12,2018,15:00:00
69765,100.0,14.0,5.0,27,12,2018,16:00:00
69767,93.24,16.0,5.0,27,12,2018,17:00:00
69769,93.24,15.0,5.0,27,12,2018,18:00:00
69771,93.24,14.0,5.0,27,12,2018,19:00:00
69773,93.24,13.0,5.0,27,12,2018,20:00:00
69775,93.24,14.0,5.0,27,12,2018,21:00:00
69777,100.0,13.0,5.0,27,12,2018,22:00:00
69779,100.0,13.0,5.0,27,12,2018,23:00:00
69781,100.0,11.0,5.0,28,12,2018,00:00:00
69783,93.24,16.0,5.0,28,12,2018,01:00:00
69785,93.24,14.0,5.0,28,12,2018,02:00:00
69787,93.24,12.0,5.0,28,12,2018,03:00:00
69789,93.24,12.0,5.0,28,12,2018,04:00:00
69791,93.24,15.0,5.0,28,12,2018,05:00:00
69793,93.24,15.0,5.0,28,12,2018,06:00:00
69795,93.24,13.0,5.0,28,12,2018,07:00:00
69797,93.24,14.0,5.0,28,12,2018,08:00:00
69799,93.24,16.0,5.0,28,12,2018,09:00:00
69801,100.0,14.0,5.0,28,12,2018,10:00:00
69803,100.0,14.0,5.0,28,12,2018,11:00:00
69805,100.0,11.0,5.0,28,12,2018,12:00:00
69807,93.3,9.0,5.999999999999999,28,12,2018,13:00:00
69809,86.99,9.0,5.999999999999999,28,12,2018,14:00:00
69811,86.99,8.0,5.999999999999999,28,12,2018,15:00:00
69813,86.89,8.0,5.0,28,12,2018,16:00:00
69815,86.89,8.0,5.0,28,12,2018,17:00:00
69817,93.24,7.0,5.0,28,12,2018,18:00:00
69819,93.24,7.0,5.0,28,12,2018,19:00:00
69821,100.0,6.0,4.000000000000002,28,12,2018,20:00:00
69823,93.19,5.0,4.000000000000002,28,12,2018,21:00:00
69825,93.19,7.0,4.000000000000002,28,12,2018,22:00:00
69827,93.19,7.0,4.000000000000002,28,12,2018,23:00:00
69829,93.19,6.0,4.000000000000002,29,12,2018,00:00:00
69831,93.19,5.0,4.000000000000002,29,12,2018,01:00:00
69833,93.19,6.0,4.000000000000002,29,12,2018,02:00:00
69835,93.19,6.0,4.000000000000002,29,12,2018,03:00:00
69837,93.19,6.0,4.000000000000002,29,12,2018,04:00:00
69839,93.19,5.0,4.000000000000002,29,12,2018,05:00:00
69841,100.0,8.0,2.9999999999999996,29,12,2018,06:00:00
69843,100.0,5.0,2.9999999999999996,29,12,2018,07:00:00
69845,100.0,7.0,2.9999999999999996,29,12,2018,08:00:00
69847,100.0,5.0,2.9999999999999996,29,12,2018,09:00:00
69849,93.19,6.0,4.000000000000002,29,12,2018,10:00:00
69851,93.19,8.0,4.000000000000002,29,12,2018,11:00:00
69853,86.89,9.0,5.0,29,12,2018,12:00:00
69855,86.89,6.0,5.0,29,12,2018,13:00:00
69857,93.19,4.0,4.000000000000002,29,12,2018,14:00:00
69859,93.24,6.0,5.0,29,12,2018,15:00:00
69861,93.24,8.0,5.0,29,12,2018,16:00:00
69863,100.0,10.0,5.0,29,12,2018,17:00:00
69865,100.0,12.0,5.0,29,12,2018,18:00:00
69867,93.24,11.0,5.0,29,12,2018,19:00:00
69869,93.24,11.0,5.0,29,12,2018,20:00:00
69871,93.24,8.0,5.0,29,12,2018,21:00:00
69873,100.0,8.0,4.000000000000002,29,12,2018,22:00:00
69875,100.0,7.0,4.000000000000002,29,12,2018,23:00:00
69877,100.0,6.0,4.000000000000002,30,12,2018,00:00:00
69879,100.0,5.0,4.000000000000002,30,12,2018,01:00:00
69881,100.0,6.0,4.000000000000002,30,12,2018,02:00:00
69883,100.0,6.0,4.000000000000002,30,12,2018,03:00:00
69885,93.19,6.0,4.000000000000002,30,12,2018,04:00:00
69887,93.19,8.0,4.000000000000002,30,12,2018,05:00:00
69889,93.14,6.0,2.9999999999999996,30,12,2018,06:00:00
69891,93.14,6.0,2.9999999999999996,30,12,2018,07:00:00
69893,93.14,7.0,2.9999999999999996,30,12,2018,08:00:00
69895,93.14,7.0,2.9999999999999996,30,12,2018,09:00:00
69897,100.0,7.0,2.9999999999999996,30,12,2018,10:00:00
69899,100.0,8.0,2.9999999999999996,30,12,2018,11:00:00
69901,93.19,9.0,4.000000000000002,30,12,2018,12:00:00
69903,93.19,7.0,4.000000000000002,30,12,2018,13:00:00
69905,100.0,9.0,4.000000000000002,30,12,2018,14:00:00
69907,100.0,7.0,4.000000000000002,30,12,2018,15:00:00
69909,100.0,9.0,5.0,30,12,2018,16:00:00
69911,100.0,11.0,4.000000000000002,30,12,2018,17:00:00
69913,93.19,12.0,4.000000000000002,30,12,2018,18:00:00
69915,93.19,12.0,4.000000000000002,30,12,2018,19:00:00
69917,100.0,11.0,2.9999999999999996,30,12,2018,20:00:00
69919,100.0,11.0,2.9999999999999996,30,12,2018,21:00:00
69921,93.14,9.0,2.9999999999999996,30,12,2018,22:00:00
69923,93.14,9.0,2.9999999999999996,30,12,2018,23:00:00
69925,93.08,8.0,2.000000000000001,31,12,2018,00:00:00
69927,93.14,9.0,2.9999999999999996,31,12,2018,01:00:00
69929,93.14,10.0,2.9999999999999996,31,12,2018,02:00:00
69931,93.14,10.0,2.9999999999999996,31,12,2018,03:00:00
69933,93.08,10.0,2.000000000000001,31,12,2018,04:00:00
69935,93.08,8.0,2.000000000000001,31,12,2018,05:00:00
69937,93.08,9.0,2.000000000000001,31,12,2018,06:00:00
69939,86.59,7.0,2.000000000000001,31,12,2018,07:00:00
69941,86.59,8.0,2.000000000000001,31,12,2018,08:00:00
69943,86.59,7.0,2.000000000000001,31,12,2018,09:00:00
69945,86.59,7.0,2.000000000000001,31,12,2018,10:00:00
69947,80.65,8.0,2.9999999999999996,31,12,2018,11:00:00
69949,80.65,9.0,2.9999999999999996,31,12,2018,12:00:00
69951,80.65,7.0,2.9999999999999996,31,12,2018,13:00:00
69953,80.65,6.0,2.9999999999999996,31,12,2018,14:00:00
69955,80.65,6.0,2.9999999999999996,31,12,2018,15:00:00
69957,86.59,6.0,2.000000000000001,31,12,2018,16:00:00
69959,86.59,7.0,2.000000000000001,31,12,2018,17:00:00
69961,86.59,7.0,2.000000000000001,31,12,2018,18:00:00
69963,93.03,7.0,0.9999999999999984,31,12,2018,19:00:00
69965,93.03,7.0,0.9999999999999984,31,12,2018,20:00:00
69967,93.03,8.0,0.9999999999999984,31,12,2018,21:00:00
69969,92.97,6.0,0.0,31,12,2018,22:00:00
69971,92.97,6.0,0.0,31,12,2018,23:00:00
69973,92.97,6.0,0.0,1,1,2019,00:00:00
69975,100.0,6.0,0.0,1,1,2019,01:00:00
69977,93.03,9.0,0.9999999999999984,1,1,2019,02:00:00
69979,93.03,9.0,0.9999999999999984,1,1,2019,03:00:00
69981,93.08,8.0,2.000000000000001,1,1,2019,04:00:00
69983,93.08,10.0,2.000000000000001,1,1,2019,05:00:00
69985,100.0,9.0,2.000000000000001,1,1,2019,06:00:00
69987,100.0,10.0,2.9999999999999996,1,1,2019,07:00:00
69989,100.0,11.0,4.000000000000002,1,1,2019,08:00:00
69991,93.24,15.0,5.0,1,1,2019,09:00:00
69993,100.0,17.0,5.0,1,1,2019,10:00:00
69995,100.0,15.0,5.0,1,1,2019,11:00:00
69997,93.3,17.0,5.999999999999999,1,1,2019,12:00:00
69999,93.3,20.0,5.999999999999999,1,1,2019,13:00:00
70001,93.3,21.0,5.999999999999999,1,1,2019,14:00:00
70003,93.3,16.0,5.999999999999999,1,1,2019,15:00:00
70005,93.24,14.0,5.0,1,1,2019,16:00:00
70007,86.79,17.0,4.000000000000002,1,1,2019,17:00:00
70009,80.79,16.0,4.000000000000002,1,1,2019,18:00:00
70011,80.79,21.0,4.000000000000002,1,1,2019,19:00:00
70013,86.69,17.0,2.9999999999999996,1,1,2019,20:00:00
70015,80.65,18.0,2.9999999999999996,1,1,2019,21:00:00
70017,80.65,18.0,2.9999999999999996,1,1,2019,22:00:00
70019,86.59,20.0,2.000000000000001,1,1,2019,23:00:00
70021,93.03,19.0,0.9999999999999984,2,1,2019,00:00:00
70023,93.03,18.0,0.9999999999999984,2,1,2019,01:00:00
70025,93.03,16.0,0.9999999999999984,2,1,2019,02:00:00
70027,93.08,15.0,2.000000000000001,2,1,2019,03:00:00
70029,93.08,14.0,2.000000000000001,2,1,2019,04:00:00
70031,93.08,12.0,2.000000000000001,2,1,2019,05:00:00
70033,93.08,15.0,2.000000000000001,2,1,2019,06:00:00
70035,93.08,15.0,2.000000000000001,2,1,2019,07:00:00
70037,93.03,9.0,0.9999999999999984,2,1,2019,08:00:00
70039,93.03,10.0,0.9999999999999984,2,1,2019,09:00:00
70041,80.36,13.0,0.9999999999999984,2,1,2019,10:00:00
70043,80.36,12.0,0.9999999999999984,2,1,2019,11:00:00
70045,86.39,13.0,0.0,2,1,2019,12:00:00
70047,86.39,11.0,0.0,2,1,2019,13:00:00
70049,80.22,13.0,0.0,2,1,2019,14:00:00
70051,74.44,16.0,0.0,2,1,2019,15:00:00
70053,69.04,13.0,0.0,2,1,2019,16:00:00
70055,74.26,14.0,-1.0000000000000004,2,1,2019,17:00:00
70057,80.07,14.0,-1.0000000000000004,2,1,2019,18:00:00
70059,80.07,15.0,-1.0000000000000004,2,1,2019,19:00:00
70061,74.26,13.0,-1.0000000000000004,2,1,2019,20:00:00
70063,74.26,14.0,-1.0000000000000004,2,1,2019,21:00:00
70065,74.08,13.0,-2.000000000000001,2,1,2019,22:00:00
70067,79.92,15.0,-2.000000000000001,2,1,2019,23:00:00
70069,79.92,11.0,-2.000000000000001,3,1,2019,00:00:00
70071,79.92,10.0,-2.000000000000001,3,1,2019,01:00:00
70073,86.18,11.0,-2.000000000000001,3,1,2019,02:00:00
70075,92.8,8.0,-2.9999999999999996,3,1,2019,03:00:00
70077,92.8,8.0,-2.9999999999999996,3,1,2019,04:00:00
70079,92.8,10.0,-2.9999999999999996,3,1,2019,05:00:00
70081,86.07,11.0,-2.9999999999999996,3,1,2019,06:00:00
70083,86.07,9.0,-2.9999999999999996,3,1,2019,07:00:00
70085,86.07,10.0,-2.9999999999999996,3,1,2019,08:00:00
70087,79.92,12.0,-2.000000000000001,3,1,2019,09:00:00
70089,79.92,10.0,-2.000000000000001,3,1,2019,10:00:00
70091,79.92,11.0,-2.000000000000001,3,1,2019,11:00:00
70093,79.92,11.0,-2.000000000000001,3,1,2019,12:00:00
70095,74.08,11.0,-2.000000000000001,3,1,2019,13:00:00
70097,74.08,12.0,-2.000000000000001,3,1,2019,14:00:00
70099,79.77,9.0,-2.9999999999999996,3,1,2019,15:00:00
70101,79.77,9.0,-2.9999999999999996,3,1,2019,16:00:00
70103,79.77,8.0,-2.9999999999999996,3,1,2019,17:00:00
70105,79.77,8.0,-2.9999999999999996,3,1,2019,18:00:00
70107,85.96,6.0,-4.0,3,1,2019,19:00:00
70109,85.96,9.0,-4.0,3,1,2019,20:00:00
70111,85.96,7.0,-4.0,3,1,2019,21:00:00
70113,92.69,5.0,-5.0,3,1,2019,22:00:00
70115,85.85,4.0,-5.0,3,1,2019,23:00:00
70117,92.63,5.0,-6.000000000000001,4,1,2019,00:00:00
70119,92.63,3.0,-6.000000000000001,4,1,2019,01:00:00
70121,92.57,3.0,-7.000000000000001,4,1,2019,02:00:00
70123,92.57,4.0,-7.000000000000001,4,1,2019,03:00:00
70125,100.0,4.0,-7.000000000000001,4,1,2019,04:00:00
70127,92.57,6.0,-7.000000000000001,4,1,2019,05:00:00
70129,92.63,6.0,-6.000000000000001,4,1,2019,06:00:00
70131,92.69,4.0,-5.0,4,1,2019,07:00:00
70133,92.74,7.0,-4.0,4,1,2019,08:00:00
70135,79.77,7.0,-2.9999999999999996,4,1,2019,09:00:00
70137,86.07,12.0,-2.9999999999999996,4,1,2019,10:00:00
70139,92.8,10.0,-2.9999999999999996,4,1,2019,11:00:00
70141,86.18,8.0,-2.000000000000001,4,1,2019,12:00:00
70143,92.86,8.0,-2.000000000000001,4,1,2019,13:00:00
70145,92.86,9.0,-2.000000000000001,4,1,2019,14:00:00
70147,92.86,7.0,-2.000000000000001,4,1,2019,15:00:00
70149,92.86,8.0,-2.000000000000001,4,1,2019,16:00:00
70151,92.86,7.0,-2.000000000000001,4,1,2019,17:00:00
70153,92.86,7.0,-2.000000000000001,4,1,2019,18:00:00
70155,92.92,7.0,-1.0000000000000004,4,1,2019,19:00:00
70157,92.92,7.0,-1.0000000000000004,4,1,2019,20:00:00
70159,100.0,9.0,-1.0000000000000004,4,1,2019,21:00:00
70161,92.97,9.0,0.0,4,1,2019,22:00:00
70163,100.0,11.0,0.0,4,1,2019,23:00:00
70165,100.0,11.0,0.0,5,1,2019,00:00:00
70167,100.0,12.0,0.0,5,1,2019,01:00:00
70169,100.0,13.0,0.0,5,1,2019,02:00:00
70171,100.0,12.0,0.0,5,1,2019,03:00:00
70173,100.0,12.0,0.0,5,1,2019,04:00:00
70175,93.03,12.0,0.9999999999999984,5,1,2019,05:00:00
70177,100.0,10.0,0.0,5,1,2019,06:00:00
70179,100.0,7.0,0.0,5,1,2019,07:00:00
70181,93.03,7.0,0.9999999999999984,5,1,2019,08:00:00
70183,100.0,7.0,0.9999999999999984,5,1,2019,09:00:00
70185,100.0,8.0,2.000000000000001,5,1,2019,10:00:00
70187,100.0,7.0,2.000000000000001,5,1,2019,11:00:00
70189,93.08,7.0,2.000000000000001,5,1,2019,12:00:00
70191,86.59,10.0,2.000000000000001,5,1,2019,13:00:00
70193,86.59,5.0,2.000000000000001,5,1,2019,14:00:00
70195,86.59,10.0,2.000000000000001,5,1,2019,15:00:00
70197,80.51,9.0,2.000000000000001,5,1,2019,16:00:00
70199,86.49,8.0,0.9999999999999984,5,1,2019,17:00:00
70201,80.36,10.0,0.9999999999999984,5,1,2019,18:00:00
70203,80.36,9.0,0.9999999999999984,5,1,2019,19:00:00
70205,80.22,12.0,0.0,5,1,2019,20:00:00
70207,80.22,11.0,0.0,5,1,2019,21:00:00
