,temp,relh,skph,month,year,time
8353,-2.0,100.0,0.0,1,2012,00:00:00
8354,-2.0,100.0,0.0,1,2012,00:30:00
8355,-2.0,100.0,3.704,1,2012,01:00:00
8356,-2.0,100.0,0.0,1,2012,01:30:00
8357,-3.0,100.0,5.556,1,2012,02:00:00
8358,-2.0,100.0,7.408,1,2012,02:30:00
8359,-2.0,100.0,5.556,1,2012,03:00:00
8360,-2.0,100.0,5.556,1,2012,03:30:00
8361,-2.0,100.0,7.408,1,2012,04:00:00
8362,-2.0,100.0,7.408,1,2012,04:30:00
8363,-2.0,100.0,7.408,1,2012,05:00:00
8364,-3.0,100.0,7.408,1,2012,05:30:00
8365,-3.0,100.0,7.408,1,2012,06:00:00
8366,-3.0,100.0,7.408,1,2012,06:30:00
8367,-3.0,100.0,11.112,1,2012,07:00:00
8368,-3.0,100.0,7.408,1,2012,07:30:00
8369,-3.0,100.0,7.408,1,2012,08:00:00
8370,-2.0,100.0,9.26,1,2012,08:30:00
8371,-1.0,100.0,9.26,1,2012,09:00:00
8372,-1.0,100.0,9.26,1,2012,09:30:00
8373,0.0,100.0,12.964,1,2012,10:00:00
8374,0.0,100.0,9.26,1,2012,10:30:00
8375,0.0,100.0,9.26,1,2012,11:00:00
8376,1.0,93.03,11.112,1,2012,11:30:00
8377,1.0,93.03,12.964,1,2012,12:00:00
8378,2.0,86.59,9.26,1,2012,12:30:00
8379,2.0,93.08,12.964,1,2012,13:00:00
8380,2.0,93.08,11.112,1,2012,13:30:00
8381,2.0,93.08,9.26,1,2012,14:00:00
8382,2.0,93.08,9.26,1,2012,14:30:00
8383,2.0,93.08,11.112,1,2012,15:00:00
8384,2.0,93.08,12.964,1,2012,15:30:00
8385,3.0,86.69,11.112,1,2012,16:00:00
8386,3.0,93.14,12.964,1,2012,16:30:00
8387,3.0,93.14,14.816,1,2012,17:00:00
8388,3.0,93.14,12.964,1,2012,17:30:00
8389,3.0,100.0,12.964,1,2012,18:00:00
8390,3.0,100.0,12.964,1,2012,18:30:00
8391,3.0,100.0,11.112,1,2012,19:00:00
8392,4.0,93.19,11.112,1,2012,19:30:00
8393,4.0,100.0,12.964,1,2012,20:00:00
8394,4.0,100.0,11.112,1,2012,20:30:00
8395,4.0,100.0,12.964,1,2012,21:00:00
8396,5.0,100.0,16.668,1,2012,21:30:00
8397,5.0,100.0,11.112,1,2012,22:00:00
8398,5.0,100.0,12.964,1,2012,22:30:00
8399,5.0,100.0,11.112,1,2012,23:00:00
8400,5.0,100.0,12.964,1,2012,23:30:00
8401,6.0,100.0,12.964,1,2012,00:00:00
8402,6.0,100.0,12.964,1,2012,00:30:00
8403,6.0,100.0,12.964,1,2012,01:00:00
8404,6.0,100.0,12.964,1,2012,01:30:00
8405,6.0,100.0,14.816,1,2012,02:00:00
8406,6.0,100.0,12.964,1,2012,02:30:00
8407,6.0,100.0,9.26,1,2012,03:00:00
8408,6.0,100.0,14.816,1,2012,03:30:00
8409,6.0,100.0,14.816,1,2012,04:00:00
8410,6.0,100.0,14.816,1,2012,04:30:00
8411,6.0,93.3,16.668,1,2012,05:00:00
8412,6.0,93.3,16.668,1,2012,05:30:00
8413,6.0,93.3,12.964,1,2012,06:00:00
8414,6.0,93.3,16.668,1,2012,06:30:00
8415,5.0,100.0,12.964,1,2012,07:00:00
8416,5.0,100.0,12.964,1,2012,07:30:00
8417,6.0,93.3,18.52,1,2012,08:00:00
8418,6.0,93.3,16.668,1,2012,08:30:00
8419,6.0,93.3,14.816,1,2012,09:00:00
8420,7.0,93.35,16.668,1,2012,09:30:00
8421,8.0,87.19,18.52,1,2012,10:00:00
8422,8.0,87.19,18.52,1,2012,10:30:00
8423,9.0,87.28,14.816,1,2012,11:00:00
8424,9.0,87.28,16.668,1,2012,11:30:00
8425,9.0,87.28,18.52,1,2012,12:00:00
8426,9.0,87.28,14.816,1,2012,12:30:00
8427,9.0,87.28,12.964,1,2012,13:00:00
8428,9.0,87.28,14.816,1,2012,13:30:00
8429,9.0,81.47,14.816,1,2012,14:00:00
8430,8.0,87.19,16.668,1,2012,14:30:00
8431,8.0,87.19,16.668,1,2012,15:00:00
8432,8.0,87.19,14.816,1,2012,15:30:00
8433,8.0,87.19,12.964,1,2012,16:00:00
8434,8.0,87.19,12.964,1,2012,16:30:00
8435,8.0,81.34,14.816,1,2012,17:00:00
8436,7.0,87.09,12.964,1,2012,17:30:00
8437,7.0,81.2,18.52,1,2012,18:00:00
8438,7.0,81.2,16.668,1,2012,18:30:00
8439,7.0,81.2,16.668,1,2012,19:00:00
8440,7.0,81.2,14.816,1,2012,19:30:00
8441,7.0,81.2,14.816,1,2012,20:00:00
8442,7.0,81.2,18.52,1,2012,20:30:00
8443,7.0,81.2,20.372,1,2012,21:00:00
8444,7.0,81.2,27.78,1,2012,21:30:00
8445,7.0,87.09,24.076,1,2012,22:00:00
8446,7.0,87.09,22.224,1,2012,22:30:00
8447,7.0,93.35,20.372,1,2012,23:00:00
8448,6.0,100.0,20.372,1,2012,23:30:00
8449,6.0,100.0,12.964,1,2012,00:00:00
8450,6.0,100.0,12.964,1,2012,00:30:00
8451,7.0,100.0,12.964,1,2012,01:00:00
8452,7.0,93.35,14.816,1,2012,01:30:00
8453,6.0,100.0,16.668,1,2012,02:00:00
8454,6.0,93.3,9.26,1,2012,02:30:00
8455,6.0,100.0,14.816,1,2012,03:00:00
8456,6.0,100.0,12.964,1,2012,03:30:00
8457,6.0,93.3,18.52,1,2012,04:00:00
8458,6.0,93.3,14.816,1,2012,04:30:00
8459,6.0,93.3,14.816,1,2012,05:00:00
8460,6.0,93.3,12.964,1,2012,05:30:00
8461,6.0,93.3,22.224,1,2012,06:00:00
8462,5.0,93.24,20.372,1,2012,06:30:00
8463,5.0,93.24,18.52,1,2012,07:00:00
8464,5.0,93.24,16.668,1,2012,07:30:00
8465,5.0,93.24,18.52,1,2012,08:00:00
8466,5.0,93.24,12.964,1,2012,08:30:00
8467,5.0,93.24,18.52,1,2012,09:00:00
8468,5.0,93.24,20.372,1,2012,09:30:00
8469,6.0,81.07,24.076,1,2012,10:00:00
8470,6.0,70.28,24.076,1,2012,10:30:00
8471,6.0,75.5,22.224,1,2012,11:00:00
8472,6.0,75.5,20.372,1,2012,11:30:00
8473,6.0,75.5,24.076,1,2012,12:00:00
8474,7.0,70.48,24.076,1,2012,12:30:00
8475,6.0,75.5,24.076,1,2012,13:00:00
8476,6.0,75.5,18.52,1,2012,13:30:00
8477,6.0,75.5,16.668,1,2012,14:00:00
8478,5.0,80.93,12.964,1,2012,14:30:00
8479,5.0,80.93,12.964,1,2012,15:00:00
8480,5.0,80.93,14.816,1,2012,15:30:00
8481,5.0,80.93,14.816,1,2012,16:00:00
8482,5.0,80.93,18.52,1,2012,16:30:00
8483,5.0,80.93,20.372,1,2012,17:00:00
8484,5.0,80.93,27.78,1,2012,17:30:00
8485,5.0,80.93,29.632,1,2012,18:00:00
8486,5.0,75.33,25.928,1,2012,18:30:00
8487,5.0,80.93,31.484,1,2012,19:00:00
8488,6.0,75.5,37.04,1,2012,19:30:00
8489,6.0,75.5,33.336,1,2012,20:00:00
8490,6.0,70.28,27.78,1,2012,20:30:00
8491,6.0,70.28,27.78,1,2012,21:00:00
8492,6.0,70.28,29.632,1,2012,21:30:00
8493,7.0,65.61,35.188,1,2012,22:00:00
8494,7.0,65.61,33.336,1,2012,22:30:00
8495,7.0,65.61,29.632,1,2012,23:00:00
8496,7.0,65.61,25.928,1,2012,23:30:00
8497,7.0,65.61,35.188,1,2012,00:00:00
8498,7.0,70.48,27.78,1,2012,00:30:00
8499,6.0,81.07,31.484,1,2012,01:00:00
8500,7.0,75.68,35.188,1,2012,01:30:00
8501,7.0,75.68,29.632,1,2012,02:00:00
8502,7.0,75.68,31.484,1,2012,02:30:00
8503,7.0,75.68,33.336,1,2012,03:00:00
8504,7.0,75.68,33.336,1,2012,03:30:00
8505,7.0,75.68,31.484,1,2012,04:00:00
8506,7.0,75.68,25.928,1,2012,04:30:00
8507,7.0,75.68,25.928,1,2012,05:00:00
8508,7.0,75.68,24.076,1,2012,05:30:00
8509,7.0,75.68,29.632,1,2012,06:00:00
8510,6.0,86.99,25.928,1,2012,06:30:00
8511,6.0,81.07,22.224,1,2012,07:00:00
8512,6.0,81.07,11.112,1,2012,07:30:00
8513,6.0,81.07,11.112,1,2012,08:00:00
8514,6.0,86.99,14.816,1,2012,08:30:00
8515,6.0,86.99,12.964,1,2012,09:00:00
8516,7.0,81.2,18.52,1,2012,09:30:00
8517,7.0,75.68,18.52,1,2012,10:00:00
8518,7.0,81.2,14.816,1,2012,10:30:00
8519,7.0,75.68,14.816,1,2012,11:00:00
8520,7.0,70.48,22.224,1,2012,11:30:00
8521,7.0,65.61,27.78,1,2012,12:00:00
8522,7.0,61.03,24.076,1,2012,12:30:00
8523,7.0,61.03,24.076,1,2012,13:00:00
8524,6.0,65.38,20.372,1,2012,13:30:00
8525,6.0,65.38,25.928,1,2012,14:00:00
8526,6.0,65.38,25.928,1,2012,14:30:00
8527,6.0,60.79,25.928,1,2012,15:00:00
8528,6.0,60.79,44.448,1,2012,15:30:00
8529,6.0,60.79,33.336,1,2012,16:00:00
8530,6.0,65.38,31.484,1,2012,16:30:00
8531,6.0,65.38,25.928,1,2012,17:00:00
8532,5.0,70.08,27.78,1,2012,17:30:00
8533,5.0,70.08,25.928,1,2012,18:00:00
8534,5.0,70.08,25.928,1,2012,18:30:00
8535,5.0,70.08,27.78,1,2012,19:00:00
8536,5.0,70.08,27.78,1,2012,19:30:00
8537,5.0,70.08,37.04,1,2012,20:00:00
8538,5.0,70.08,37.04,1,2012,20:30:00
8539,4.0,75.16,29.632,1,2012,21:00:00
8540,4.0,75.16,25.928,1,2012,21:30:00
8541,4.0,75.16,24.076,1,2012,22:00:00
8542,4.0,75.16,22.224,1,2012,22:30:00
8543,3.0,80.65,22.224,1,2012,23:00:00
8544,3.0,80.65,24.076,1,2012,23:30:00
8545,3.0,74.98,24.076,1,2012,00:00:00
8546,3.0,74.98,25.928,1,2012,00:30:00
8547,3.0,74.98,22.224,1,2012,01:00:00
8548,3.0,74.98,27.78,1,2012,01:30:00
8549,3.0,74.98,27.78,1,2012,02:00:00
8550,3.0,74.98,31.484,1,2012,02:30:00
8551,3.0,74.98,33.336,1,2012,03:00:00
8552,3.0,74.98,29.632,1,2012,03:30:00
8553,3.0,80.65,37.04,1,2012,04:00:00
8554,2.0,93.08,31.484,1,2012,04:30:00
8555,2.0,93.08,29.632,1,2012,05:00:00
8556,2.0,93.08,38.892,1,2012,05:30:00
8557,1.0,100.0,31.484,1,2012,06:00:00
8558,2.0,93.08,35.188,1,2012,06:30:00
8559,2.0,93.08,37.04,1,2012,07:00:00
8560,2.0,93.08,44.448,1,2012,07:30:00
8561,2.0,93.08,33.336,1,2012,08:00:00
8562,2.0,93.08,44.448,1,2012,08:30:00
8563,2.0,93.08,44.448,1,2012,09:00:00
8564,2.0,93.08,40.744,1,2012,09:30:00
8565,2.0,93.08,40.744,1,2012,10:00:00
8566,1.0,100.0,38.892,1,2012,10:30:00
8567,2.0,93.08,37.04,1,2012,11:00:00
8568,2.0,93.08,37.04,1,2012,11:30:00
8569,3.0,93.14,35.188,1,2012,12:00:00
8570,3.0,93.14,27.78,1,2012,12:30:00
8571,3.0,93.14,24.076,1,2012,13:00:00
8572,3.0,93.14,24.076,1,2012,13:30:00
8573,3.0,93.14,29.632,1,2012,14:00:00
8574,4.0,86.79,22.224,1,2012,14:30:00
8575,4.0,86.79,22.224,1,2012,15:00:00
8576,4.0,86.79,24.076,1,2012,15:30:00
8577,4.0,86.79,22.224,1,2012,16:00:00
8578,3.0,93.14,18.52,1,2012,16:30:00
8579,4.0,86.79,18.52,1,2012,17:00:00
8580,3.0,93.14,22.224,1,2012,17:30:00
8581,3.0,93.14,14.816,1,2012,18:00:00
8582,3.0,93.14,18.52,1,2012,18:30:00
8583,4.0,86.79,16.668,1,2012,19:00:00
8584,3.0,93.14,18.52,1,2012,19:30:00
8585,3.0,93.14,20.372,1,2012,20:00:00
8586,4.0,86.79,22.224,1,2012,20:30:00
8587,4.0,86.79,20.372,1,2012,21:00:00
8588,3.0,93.14,22.224,1,2012,21:30:00
8589,2.0,93.08,20.372,1,2012,22:00:00
8590,2.0,100.0,20.372,1,2012,22:30:00
8591,3.0,93.14,20.372,1,2012,23:00:00
8592,3.0,93.14,20.372,1,2012,23:30:00
8593,2.0,100.0,22.224,1,2012,00:00:00
8594,2.0,100.0,29.632,1,2012,00:30:00
8595,3.0,93.14,24.076,1,2012,01:00:00
8596,3.0,93.14,25.928,1,2012,01:30:00
8597,2.0,100.0,27.78,1,2012,02:00:00
8598,2.0,100.0,22.224,1,2012,02:30:00
8599,2.0,93.08,24.076,1,2012,03:00:00
8600,2.0,93.08,24.076,1,2012,03:30:00
8601,1.0,100.0,24.076,1,2012,04:00:00
8602,2.0,93.08,20.372,1,2012,04:30:00
8603,2.0,100.0,24.076,1,2012,05:00:00
8604,2.0,100.0,20.372,1,2012,05:30:00
8605,2.0,100.0,25.928,1,2012,06:00:00
8606,3.0,93.14,24.076,1,2012,06:30:00
8607,3.0,93.14,18.52,1,2012,07:00:00
8608,3.0,93.14,24.076,1,2012,07:30:00
8609,3.0,93.14,22.224,1,2012,08:00:00
8610,3.0,93.14,20.372,1,2012,08:30:00
8611,3.0,93.14,20.372,1,2012,09:00:00
8612,3.0,93.14,22.224,1,2012,09:30:00
8613,3.0,93.14,20.372,1,2012,10:00:00
8614,3.0,93.14,22.224,1,2012,10:30:00
8615,3.0,93.14,18.52,1,2012,11:00:00
8616,3.0,100.0,20.372,1,2012,11:30:00
8617,3.0,100.0,18.52,1,2012,12:00:00
8618,4.0,93.19,18.52,1,2012,12:30:00
8619,4.0,93.19,14.816,1,2012,13:00:00
8620,3.0,100.0,16.668,1,2012,13:30:00
8621,3.0,100.0,11.112,1,2012,14:00:00
8622,4.0,93.19,22.224,1,2012,14:30:00
8623,3.0,100.0,20.372,1,2012,15:00:00
8624,3.0,100.0,20.372,1,2012,15:30:00
8625,3.0,93.14,27.78,1,2012,16:00:00
8626,3.0,93.14,20.372,1,2012,16:30:00
8627,3.0,93.14,22.224,1,2012,17:00:00
8628,2.0,93.08,20.372,1,2012,17:30:00
8629,2.0,86.59,24.076,1,2012,18:00:00
8630,2.0,80.51,18.52,1,2012,18:30:00
8631,1.0,86.49,18.52,1,2012,19:00:00
8632,1.0,86.49,14.816,1,2012,19:30:00
8633,1.0,86.49,12.964,1,2012,20:00:00
8634,1.0,86.49,12.964,1,2012,20:30:00
8635,1.0,86.49,12.964,1,2012,21:00:00
8636,1.0,86.49,12.964,1,2012,21:30:00
8637,1.0,93.03,14.816,1,2012,22:00:00
8638,1.0,86.49,18.52,1,2012,22:30:00
8639,1.0,86.49,18.52,1,2012,23:00:00
8640,1.0,86.49,16.668,1,2012,23:30:00
8641,1.0,86.49,18.52,1,2012,00:00:00
8642,1.0,86.49,18.52,1,2012,00:30:00
8643,1.0,86.49,14.816,1,2012,01:00:00
8644,1.0,86.49,14.816,1,2012,01:30:00
8645,0.0,92.97,12.964,1,2012,02:00:00
8646,0.0,92.97,14.816,1,2012,02:30:00
8647,0.0,86.39,16.668,1,2012,03:00:00
8648,0.0,86.39,16.668,1,2012,03:30:00
8649,0.0,86.39,12.964,1,2012,04:00:00
8650,0.0,86.39,18.52,1,2012,04:30:00
8651,0.0,86.39,16.668,1,2012,05:00:00
8652,-1.0,92.92,11.112,1,2012,05:30:00
8653,-1.0,92.92,12.964,1,2012,06:00:00
8654,0.0,92.97,14.816,1,2012,06:30:00
8655,0.0,92.97,18.52,1,2012,07:00:00
8656,0.0,92.97,16.668,1,2012,07:30:00
8657,0.0,100.0,16.668,1,2012,08:00:00
8658,0.0,100.0,12.964,1,2012,08:30:00
8659,1.0,93.03,12.964,1,2012,09:00:00
8660,1.0,93.03,12.964,1,2012,09:30:00
8661,1.0,100.0,14.816,1,2012,10:00:00
8662,2.0,93.08,16.668,1,2012,10:30:00
8663,2.0,93.08,16.668,1,2012,11:00:00
8664,2.0,93.08,12.964,1,2012,11:30:00
8665,3.0,86.69,20.372,1,2012,12:00:00
8666,3.0,86.69,18.52,1,2012,12:30:00
8667,3.0,86.69,18.52,1,2012,13:00:00
8668,3.0,86.69,18.52,1,2012,13:30:00
8669,3.0,80.65,18.52,1,2012,14:00:00
8670,3.0,80.65,14.816,1,2012,14:30:00
8671,2.0,86.59,14.816,1,2012,15:00:00
8672,2.0,86.59,14.816,1,2012,15:30:00
8673,2.0,86.59,14.816,1,2012,16:00:00
8674,2.0,86.59,12.964,1,2012,16:30:00
8675,2.0,86.59,16.668,1,2012,17:00:00
8676,2.0,93.08,14.816,1,2012,17:30:00
8677,2.0,93.08,16.668,1,2012,18:00:00
8678,2.0,93.08,16.668,1,2012,18:30:00
8679,2.0,93.08,16.668,1,2012,19:00:00
8680,1.0,100.0,12.964,1,2012,19:30:00
8681,1.0,100.0,12.964,1,2012,20:00:00
8682,1.0,100.0,14.816,1,2012,20:30:00
8683,1.0,100.0,12.964,1,2012,21:00:00
8684,1.0,100.0,11.112,1,2012,21:30:00
8685,1.0,100.0,11.112,1,2012,22:00:00
8686,1.0,100.0,9.26,1,2012,22:30:00
8687,1.0,100.0,9.26,1,2012,23:00:00
8688,1.0,100.0,9.26,1,2012,23:30:00
8689,2.0,100.0,11.112,1,2012,00:00:00
8690,2.0,100.0,7.408,1,2012,00:30:00
8691,2.0,100.0,7.408,1,2012,01:00:00
8692,3.0,100.0,9.26,1,2012,01:30:00
8693,3.0,100.0,12.964,1,2012,02:00:00
8694,4.0,100.0,12.964,1,2012,02:30:00
8695,4.0,100.0,11.112,1,2012,03:00:00
8696,4.0,100.0,11.112,1,2012,03:30:00
8697,4.0,100.0,14.816,1,2012,04:00:00
8698,4.0,93.19,14.816,1,2012,04:30:00
8699,4.0,93.19,12.964,1,2012,05:00:00
8700,4.0,93.19,12.964,1,2012,05:30:00
8701,4.0,93.19,14.816,1,2012,06:00:00
8702,3.0,100.0,12.964,1,2012,06:30:00
8703,3.0,100.0,9.26,1,2012,07:00:00
8704,3.0,100.0,11.112,1,2012,07:30:00
8705,3.0,100.0,11.112,1,2012,08:00:00
8706,3.0,100.0,11.112,1,2012,08:30:00
8707,4.0,93.19,11.112,1,2012,09:00:00
8708,4.0,93.19,16.668,1,2012,09:30:00
8709,4.0,93.19,12.964,1,2012,10:00:00
8710,4.0,93.19,18.52,1,2012,10:30:00
8711,4.0,93.19,18.52,1,2012,11:00:00
8712,4.0,93.19,12.964,1,2012,11:30:00
8713,4.0,93.19,12.964,1,2012,12:00:00
8714,4.0,93.19,14.816,1,2012,12:30:00
8715,4.0,93.19,14.816,1,2012,13:00:00
8716,4.0,93.19,11.112,1,2012,13:30:00
8717,4.0,93.19,9.26,1,2012,14:00:00
8718,4.0,93.19,9.26,1,2012,14:30:00
8719,4.0,93.19,9.26,1,2012,15:00:00
8720,3.0,100.0,5.556,1,2012,15:30:00
8721,3.0,100.0,3.704,1,2012,16:00:00
8722,3.0,100.0,5.556,1,2012,16:30:00
8723,3.0,100.0,5.556,1,2012,17:00:00
8724,3.0,100.0,7.408,1,2012,17:30:00
8725,3.0,100.0,3.704,1,2012,18:00:00
8726,3.0,100.0,7.408,1,2012,18:30:00
8727,3.0,100.0,5.556,1,2012,19:00:00
8728,3.0,100.0,3.704,1,2012,19:30:00
8729,3.0,100.0,7.408,1,2012,20:00:00
8730,3.0,100.0,7.408,1,2012,20:30:00
8731,3.0,100.0,5.556,1,2012,21:00:00
8732,2.0,100.0,9.26,1,2012,21:30:00
8733,3.0,93.14,5.556,1,2012,22:00:00
8734,3.0,100.0,9.26,1,2012,22:30:00
8735,3.0,100.0,11.112,1,2012,23:00:00
8736,3.0,100.0,7.408,1,2012,23:30:00
8737,3.0,100.0,7.408,1,2012,00:00:00
8738,3.0,100.0,3.704,1,2012,00:30:00
8739,3.0,100.0,5.556,1,2012,01:00:00
8740,3.0,100.0,7.408,1,2012,01:30:00
8741,3.0,100.0,9.26,1,2012,02:00:00
8742,3.0,93.14,7.408,1,2012,02:30:00
8743,3.0,100.0,12.964,1,2012,03:00:00
8744,3.0,93.14,11.112,1,2012,03:30:00
8745,2.0,93.08,12.964,1,2012,04:00:00
8746,1.0,100.0,9.26,1,2012,04:30:00
8747,1.0,100.0,7.408,1,2012,05:00:00
8748,1.0,100.0,7.408,1,2012,05:30:00
8749,1.0,100.0,9.26,1,2012,06:00:00
8750,2.0,93.08,9.26,1,2012,06:30:00
8751,2.0,93.08,9.26,1,2012,07:00:00
8752,1.0,100.0,9.26,1,2012,07:30:00
8753,1.0,100.0,9.26,1,2012,08:00:00
8754,2.0,93.08,11.112,1,2012,08:30:00
8755,2.0,93.08,7.408,1,2012,09:00:00
8756,2.0,93.08,12.964,1,2012,09:30:00
8757,2.0,93.08,12.964,1,2012,10:00:00
8758,2.0,86.59,9.26,1,2012,10:30:00
8759,2.0,86.59,16.668,1,2012,11:00:00
8760,2.0,86.59,14.816,1,2012,11:30:00
8761,2.0,80.51,12.964,1,2012,12:00:00
8762,2.0,80.51,11.112,1,2012,12:30:00
8763,2.0,74.8,12.964,1,2012,13:00:00
8764,2.0,74.8,14.816,1,2012,13:30:00
8765,2.0,69.46,11.112,1,2012,14:00:00
8766,2.0,69.46,5.556,1,2012,14:30:00
8767,1.0,80.36,9.26,1,2012,15:00:00
8768,1.0,86.49,5.556,1,2012,15:30:00
8769,1.0,86.49,9.26,1,2012,16:00:00
8770,1.0,93.03,5.556,1,2012,16:30:00
8771,1.0,93.03,7.408,1,2012,17:00:00
8772,1.0,93.03,7.408,1,2012,17:30:00
8773,1.0,93.03,7.408,1,2012,18:00:00
8774,1.0,93.03,7.408,1,2012,18:30:00
8775,1.0,93.03,7.408,1,2012,19:00:00
8776,1.0,93.03,7.408,1,2012,19:30:00
8777,1.0,93.03,5.556,1,2012,20:00:00
8778,1.0,93.03,5.556,1,2012,20:30:00
8779,1.0,100.0,7.408,1,2012,21:00:00
8780,1.0,100.0,11.112,1,2012,21:30:00
8781,1.0,100.0,7.408,1,2012,22:00:00
8782,1.0,100.0,7.408,1,2012,22:30:00
8783,1.0,100.0,7.408,1,2012,23:00:00
8784,1.0,100.0,9.26,1,2012,23:30:00
8785,1.0,93.03,9.26,1,2012,00:00:00
8786,1.0,93.03,11.112,1,2012,00:30:00
8787,1.0,93.03,7.408,1,2012,01:00:00
8788,0.0,100.0,7.408,1,2012,01:30:00
8789,0.0,100.0,5.556,1,2012,02:00:00
8790,0.0,100.0,7.408,1,2012,02:30:00
8791,0.0,100.0,7.408,1,2012,03:00:00
8792,0.0,100.0,7.408,1,2012,03:30:00
8793,0.0,100.0,5.556,1,2012,04:00:00
8794,0.0,100.0,5.556,1,2012,04:30:00
8795,0.0,100.0,3.704,1,2012,05:00:00
8796,0.0,100.0,3.704,1,2012,05:30:00
8797,0.0,100.0,3.704,1,2012,06:00:00
8798,0.0,100.0,0.0,1,2012,06:30:00
8799,0.0,100.0,0.0,1,2012,07:00:00
8800,0.0,100.0,0.0,1,2012,07:30:00
8801,0.0,100.0,0.0,1,2012,08:00:00
8802,0.0,100.0,0.0,1,2012,08:30:00
8803,0.0,100.0,3.704,1,2012,09:00:00
8804,1.0,100.0,7.408,1,2012,09:30:00
8805,1.0,100.0,3.704,1,2012,10:00:00
8806,1.0,100.0,7.408,1,2012,10:30:00
8807,2.0,100.0,7.408,1,2012,11:00:00
8808,2.0,100.0,9.26,1,2012,11:30:00
8809,2.0,100.0,7.408,1,2012,12:00:00
8810,2.0,100.0,5.556,1,2012,12:30:00
8811,3.0,100.0,7.408,1,2012,13:00:00
8812,3.0,100.0,7.408,1,2012,13:30:00
8813,3.0,100.0,9.26,1,2012,14:00:00
8814,3.0,100.0,11.112,1,2012,14:30:00
8815,3.0,100.0,9.26,1,2012,15:00:00
8816,3.0,100.0,9.26,1,2012,15:30:00
8817,3.0,100.0,7.408,1,2012,16:00:00
8818,3.0,100.0,14.816,1,2012,16:30:00
8819,3.0,100.0,12.964,1,2012,17:00:00
8820,3.0,100.0,7.408,1,2012,17:30:00
8821,3.0,100.0,9.26,1,2012,18:00:00
8822,3.0,93.14,11.112,1,2012,18:30:00
8823,3.0,93.14,14.816,1,2012,19:00:00
8824,3.0,93.14,18.52,1,2012,19:30:00
8825,3.0,93.14,18.52,1,2012,20:00:00
8826,2.0,100.0,11.112,1,2012,20:30:00
8827,2.0,100.0,14.816,1,2012,21:00:00
8828,2.0,93.08,18.52,1,2012,21:30:00
8829,2.0,93.08,16.668,1,2012,22:00:00
8830,2.0,93.08,12.964,1,2012,22:30:00
8831,2.0,93.08,11.112,1,2012,23:00:00
8832,2.0,86.59,12.964,1,2012,23:30:00
8833,2.0,86.59,9.26,1,2012,00:00:00
8834,2.0,93.08,9.26,1,2012,00:30:00
8835,2.0,93.08,7.408,1,2012,01:00:00
8836,2.0,93.08,7.408,1,2012,01:30:00
8837,2.0,93.08,5.556,1,2012,02:00:00
8838,1.0,100.0,3.704,1,2012,02:30:00
8839,1.0,100.0,7.408,1,2012,03:00:00
8840,1.0,100.0,7.408,1,2012,03:30:00
8841,2.0,93.08,7.408,1,2012,04:00:00
8842,2.0,100.0,11.112,1,2012,04:30:00
8843,2.0,100.0,11.112,1,2012,05:00:00
8844,2.0,100.0,9.26,1,2012,05:30:00
8845,2.0,100.0,11.112,1,2012,06:00:00
8846,2.0,100.0,11.112,1,2012,06:30:00
8847,3.0,100.0,14.816,1,2012,07:00:00
8848,3.0,100.0,14.816,1,2012,07:30:00
8849,3.0,100.0,14.816,1,2012,08:00:00
8850,3.0,100.0,14.816,1,2012,08:30:00
8851,3.0,100.0,14.816,1,2012,09:00:00
8852,3.0,100.0,16.668,1,2012,09:30:00
8853,4.0,93.19,18.52,1,2012,10:00:00
8854,4.0,93.19,18.52,1,2012,10:30:00
8855,4.0,93.19,18.52,1,2012,11:00:00
8856,4.0,93.19,18.52,1,2012,11:30:00
8857,4.0,93.19,22.224,1,2012,12:00:00
8858,5.0,86.89,24.076,1,2012,12:30:00
8859,5.0,86.89,24.076,1,2012,13:00:00
8860,5.0,86.89,20.372,1,2012,13:30:00
8861,5.0,86.89,18.52,1,2012,14:00:00
8862,5.0,86.89,16.668,1,2012,14:30:00
8863,5.0,93.24,20.372,1,2012,15:00:00
8864,5.0,93.24,20.372,1,2012,15:30:00
8865,5.0,93.24,18.52,1,2012,16:00:00
8866,5.0,93.24,16.668,1,2012,16:30:00
8867,6.0,86.99,22.224,1,2012,17:00:00
8868,6.0,86.99,18.52,1,2012,17:30:00
8869,6.0,93.3,20.372,1,2012,18:00:00
8870,5.0,100.0,22.224,1,2012,18:30:00
8871,6.0,93.3,22.224,1,2012,19:00:00
8872,6.0,93.3,20.372,1,2012,19:30:00
8873,6.0,93.3,16.668,1,2012,20:00:00
8874,6.0,93.3,12.964,1,2012,20:30:00
8875,6.0,93.3,16.668,1,2012,21:00:00
8876,6.0,93.3,16.668,1,2012,21:30:00
8877,6.0,93.3,16.668,1,2012,22:00:00
8878,6.0,86.99,14.816,1,2012,22:30:00
8879,5.0,93.24,16.668,1,2012,23:00:00
8880,5.0,93.24,12.964,1,2012,23:30:00
8881,5.0,93.24,11.112,1,2012,00:00:00
8882,5.0,93.24,14.816,1,2012,00:30:00
8883,5.0,93.24,12.964,1,2012,01:00:00
8884,5.0,93.24,18.52,1,2012,01:30:00
8885,4.0,100.0,12.964,1,2012,02:00:00
8886,5.0,93.24,16.668,1,2012,02:30:00
8887,5.0,93.24,16.668,1,2012,03:00:00
8888,5.0,93.24,14.816,1,2012,03:30:00
8889,5.0,93.24,14.816,1,2012,04:00:00
